key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by
2577	"(S,B) Gnon (Sf,F) Gnan (S,A,F) Ghn+ (S) Gon+ (sA) Gan+ (B) Jhn+,Gnhout+"	2	"{intr:} be soft, smooth, weak /$gk: [[apalunein, malassein]]$/ | {qual:}  /$gk: [[apalos, malakos]]$/"	"{intr:} be soft, smooth, weak /$gk: [[apalunein, malassein]]$/ | {qual:}  /$gk: [[apalos, malakos]]$/"	"apalunein, malassein, apalos, malakos"	"821a"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2578	"(B) Gnon,Gno$^n^$,Gne- (S) Jne-"	2	"{tr:} bend, bow (with [Jw]) head /$gk: [[upotassein]]$/"	"{tr:} bend, bow (with [Jw]) head /$gk: [[upotassein]]$/"	"upotassein"	"821b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2579	"(F) Gannas$$"	0	"(meaning unknown, as epithet /*?*/ of 2 impplements)"	"(meaning unknown, as epithet /*?*/ of 2 impplements)"	""	"822a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2580	"(S,A) Gons (A,sA,F) Gans (sA) Gaans (B) Jons (F) Ja$^n^$s"	3	"might, violence (or sim, as adj) /$gk: [[biaios]]$/ | (adverbial) |$ /$gk: [[biaiws]]$/ |$ hardly (B) /$gk: [[molis]]$/"	"might, violence (or sim, as adj) /$gk: [[biaios]]$/ | (adverbial) |$ /$gk: [[biaiws]]$/ |$ hardly (B) /$gk: [[molis]]$/"	"biaios, biaiws, molis"	"822a"	8	0	"2010-01-21"	"2010-08-15"	"vagrant"	"vagrant"
2581	"(S,A,F) Gwnt (S) kwnG$* (S,sA) Gwwnt (B) Jwnt (S) Gont+ (A,sA,F) Gant+ (sA) Gaant+ (B) Jont+"	2	"{intr:} be wroth /$gk: [[orgizein, qumousqai]]$/ | {qual:}  /$gk: [[orgizein, apeilein]]$/"	"{intr:} be wroth /$gk: [[orgizein, qumousqai]]$/ | {qual:}  /$gk: [[orgizein, apeilein]]$/"	"orgizein, qumousqai, apeilein"	"822b"	8	0	"2010-01-21"	"2010-08-15"	"vagrant"	"vagrant"
2582	"(S) Ginoupl,Genoupl,Ginoual,Ginoubal,knibhl (sA) Ginouel (F) Geouhl"	3	"(kind of) ship"	"(kind of) ship"	""	"823b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2583	"(S,B) Gop (Sa) kap (sA) Gap"	4	"(cutting instrument)"	"(cutting instrument)"	""	"825a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2584	"(B) GnouF,GnwF"	1	"heavy object"	"heavy object"	""	"824a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2585	"(S) GanaH (Sf,F) GaneH"	3	"maimed, crooked person /$gk: [[kullos]]$/"	"maimed, crooked person /$gk: [[kullos]]$/"	"kullos"	"824a"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2586	"(S) GwnaG,GounaG,GwnG,Gounage$$,GounaGes,kaunakes,kaunakos"	1	"= [[kaunakhs, gaunakhs]], cloak"	"= [[kaunakhs, gaunakhs]], cloak"	"kaunakhs, gaunakhs"	"824a"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2587	"(S) GwnG,GwG,GwnGn,G$^e^$nG-,GnGn-"	2	"{tr:} wring, nip off /$gk: [[apoknizein]]$/"	"{tr:} wring, nip off /$gk: [[apoknizein]]$/"	"apoknizein"	"824a"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2588	"(S) GinGe,GiGe"	3	"(meaning uncertain, ?) scale, link (of armour)"	"(meaning uncertain, ?) scale, link (of armour)"	""	"824a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2589	"(S) GinGlw,GinGlo,GinGelw,GinGlou,Gintlw,GnGelw,GenGlw,GnGelo,kanklw,GiGlw,GwlGelw (B) JelJou,JalJou,JeJou (F) GinGilw,GerGw"	4	"bat /$gk: [[nukteris]]$/"	"bat /$gk: [[nukteris]]$/"	"nukteris"	"824a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2590	"(S,sA) GnGn (S) GenGen,GmGm,JnJn,JinJin$*,JmJm (B) JenJen"	2	"{intr:} make music (with instrument or voice)"	"{intr:} make music (with instrument or voice)"	""	"824b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2591	"(S) GinGin (B) JinJin"	1	"rocket (/*plant*/)"	"rocket (/*plant*/)"	""	"824b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2592	"(S,sA,F) GinGwr (A) GnGwr (B) JinGwr"	1	"talent, (weight or coin) /$gk: [[talanton]]$/"	"talent, (weight or coin) /$gk: [[talanton]]$/"	"talanton"	"824b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2593	"(S) GnGeH,GenGeneH"	1	"elephantiasis"	"elephantiasis"	""	"824b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2594	"(S) Ghpe (A) khpe (B,F) Ghpi (F) Jhpi"	4	"cloud /$gk: [[nefelh, nefos]]$/"	"cloud /$gk: [[nefelh, nefos]]$/"	"nefelh, nefos"	"825b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2595	"(S) Gope,Gop,Gape,Gaph,Gapei"	3	"small vessel, (so) small quantity"	"small vessel, (so) small quantity"	""	"825b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2596	"(S) Gwpro (S,B) Jepro (B) Jefro,Jebro"	4	"farmstead, hamlet /*?*/"	"farmstead, hamlet /*?*/"	""	"827a"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2597	"(B) Gips"	1	"wrinkle (on skin, bark)"	"wrinkle (on skin, bark)"	""	"827a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2598	"(S) Gouc"	1	"(meaning unknown, among sailor's requirements)"	"(meaning unknown, among sailor's requirements)"	""	"827a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2599	"(S) Gapat"	4	"collar-bone"	"collar-bone"	""	"827b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2600	"(sA) *Gapet (B) *Jafat"	3	"fibre /*?*/ (of palm tree)"	"fibre /*?*/ (of palm tree)"	""	"827b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2601	"(S) Gap$^e^$iJe,GapiJh,kapiJe,GapiJou (B) JapiJi,JafiJi,JapaJi"	22	"(a dry measure)"	"(a dry measure)"	""	"827b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2602	"(B) Gwr,Gour"	1	"smoke, cinder"	"smoke, cinder"	""	"827b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2603	"(Sa) Gira= Gire-,Gira= Giro- (S) Giro= Giri- (Sa) gero= gerw-"	2	"be like, resemble /*?*/"	"be like, resemble /*?*/"	""	"827b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2604	"(S) Gre"	3	"(meaning uncertain), cattle, sheep (or) stags"	"(meaning uncertain), cattle, sheep (or) stags"	""	"828a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2605	"(B) Gre,Grh"	4	"ladle"	"ladle"	""	"828a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2606	"(S,B) Grh (A) Gri"	2	"{intr:} dig /$gk: [[skaptein]]$/ | {tr:}  /$gk: [[skaptein]]$/ | (nn m)"	"{intr:} dig /$gk: [[skaptein]]$/ | {tr:}  /$gk: [[skaptein]]$/ | (nn m)"	"skaptein"	"828a"	6	0	"2010-01-21"	"2012-03-29"	"vagrant"	"vagrant"
2607	"(B) Grw"	4	"dew, fine rain"	"dew, fine rain"	""	"828a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2608	"(S) Gwrm"	2	"{tr:} seize (or sim)"	"{tr:} seize (or sim)"	""	"828b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2609	"(S) Grim"	3	"(meaning doubtful), bit, fragment ?"	"(meaning doubtful), bit, fragment ?"	""	"828b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2610	"(S) Groompe,Gerompe (A,sA,F) Grampe (A) Graampe (B) Grompi (F) Gerampe,Jrampi (NH) Grompe *^<a href="ext codex II - The Gospel of Thomas;107;40;12;nakeraios nqe nnGrompe">Ext</a>^*"	22	"dove /$gk: [[peristera]]$/"	"dove /$gk: [[peristera]]$/"	"peristera"	"828b"	6	0	"2010-01-21"	"2010-12-27"	"vagrant"	"vagrant"
2611	"(B) Grwp"	1	"oven"	"oven"	""	"829a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2612	"(S,A,sA) Grhpe (S) Grhhpe *^<a href="ext Discourse on Abbaton by Timothy;1069;10;29;aFkw Hi JwF n ouklom n eoou mn ouGrhhpe n rro;Life of Bishop Pisentius;1053;30;16;pai nta pnoute T naF n teGrhhpe ntmntero;Instructions of Apa Pachomius;1055;28;14;nte pekma n Swpe Swpe nak ntafos Sante pnoute tounosk nFT nak nteGrhhpe m peJro">Ext</a>^* (Sf,B,F) Grhpi"	4	"diadem /$gk: [[diadhma]]$/ | sceptre /$gk: [[skhptron]]$/"	"diadem /$gk: [[diadhma]]$/ | sceptre /$gk: [[skhptron]]$/"	"diadhma, skhptron"	"829a"	6	0	"2010-01-21"	"2014-08-16"	"vagrant"	"vagrant"
2613	"(S) Garate"	3	"carob pod = [[keration]]"	"carob pod = [[keration]]"	"keration"	"829a"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2614	"(S) Gorte,korte (S,F) Garte (Sa) karte (Sf,F) GarT (B) JorT (F) GalT"	4	"knife, sword /$gk: [[maxaira]]$/"	"knife, sword /$gk: [[maxaira]]$/"	"maxaira"	"829b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2615	"(S) $^GwrF^$ (B) Gwrp (S) GorF=,korF="	2	"{tr:} nip off /$gk: [[apoknizein]]$/"	"{tr:} nip off /$gk: [[apoknizein]]$/"	"apoknizein"	"829b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2616	"(S,sA,F) GwrH (S) kwrH,GwraH (B,O) JwrH (B) eJwrH"	1	"night /$gk: [[nuj]]$/ | (as adj) /$gk: [[nukterinos]]$/"	"night /$gk: [[nuj]]$/ | (as adj) /$gk: [[nukterinos]]$/"	"nuj, nukterinos"	"829b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2617	"(S,F) GrwH (S) krwH,GrwwH,kroH (B) GroH,JorH+ (F) JarH+"	2	"{intr:} be in want, needy, disminished /$gk: [[usterein]]$/ | {qual:} | {tr:} (S)"	"{intr:} be in want, needy, disminished /$gk: [[usterein]]$/ | {qual:} | {tr:} (S)"	"usterein"	"829b"	8	0	"2010-01-21"	"2011-01-12"	"vagrant"	"vagrant"
2618	"(B) GrhHi"	1	"rawners, raw /*fruit*/"	"rawners, raw /*fruit*/"	""	"830a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2619	"(S) GorJ,GorJe (B) ****JerJi"	1	"filth /$gk: [[rupos]]$/ | (a disease B)"	"filth /$gk: [[rupos]]$/ | (a disease B)"	"rupos"	"830a"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2620	"(S) GrhGe (B) GrhJi (F) GrhGi"	22	"(m once), dowry /$gk: [[fernh]]$/"	"(m once), dowry /$gk: [[fernh]]$/"	"fernh"	"832a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2621	"(S) GarGatane,Garathnh"	4	"bread-basket (or sim)"	"bread-basket (or sim)"	""	"832a"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2622	"(S) Ges"	3	"(nn /*adj*/, meaning unknown, epithet of iron)"	"(nn /*adj*/, meaning unknown, epithet of iron)"	""	"832a"	6	0	"2010-01-21"	"2010-01-21"	"vagrant"	"vagrant"
2623	"(S) Gos (Sa,F) Gas (S) kas (B) Jos (S,F) Gis- (S) Ges- (sA) ks- (B) Jes-"	1	"half | (after nn or numeral) /$gk: [[hmisu]]$/"	"half | (after nn or numeral) /$gk: [[hmisu]]$/"	"hmisu"	"832a"	6	0	"2010-01-21"	"2012-03-12"	"vagrant"	"vagrant"
2624	"(S) $^Gws^$,kes+"	2	"{intr:} be hard, dry"	"{intr:} be hard, dry"	""	"832b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2625	"(B) Gws"	1	"flatus ventris"	"flatus ventris"	""	"832b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2626	"(S) Gosm (A,sA) Gasme (sA,F) Gasm (B) Josem (F) Jasem"	1	"darkness, tempest /$gk: [[gnofos, ombros]]$/"	"darkness, tempest /$gk: [[gnofos, ombros]]$/"	"gnofos, ombros"	"832b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2627	"(F) Gast,Gaste"	2	"{intr:} dance /$gk: [[orxeisqai]]$/"	"{intr:} dance /$gk: [[orxeisqai]]$/"	"orxeisqai"	"832b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2628	"(S) Gost,Gast,kast,gast"	1	"(a measure of length, less than [nouH])"	"(a measure of length, less than [nouH])"	""	"832b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2629	"(S) GosG$^e^$s (B) GosJes"	2	"{intr:} dance /$gk: [[orxeisqai]]$/ | (as nn) /$gk: [[orxhsis]]$/"	"{intr:} dance /$gk: [[orxeisqai]]$/ | (as nn) /$gk: [[orxhsis]]$/"	"orxeisqai, orxhsis"	"832b"	6	0	"2010-01-21"	"2012-03-12"	"vagrant"	"vagrant"
2630	"(sA) Gait"	2	"(prob qual of [tGaeio])"	"(prob qual of [tGaeio])"	""	"832b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2631	"(S,A) Gwt (B) Jwt (NH) Jwte *^<a href="ext codex II - The Gospel of Thomas;107;46;9;oun HaH mpkwte ntJwte">Ext</a> ?^*"	4	"žlab, napajedlo /$gk: [[potisthrion]]$/"	"drinking trough /$gk: [[potisthrion]]$/"	"potisthrion"	"833a"	9	0	"2010-01-21"	"2011-01-07"	"vagrant"	"vagrant"
2632	"(B) GiwT"	3	"tip of scorpion's tail, (a lunar station)"	"tip of scorpion's tail, (a lunar station)"	""	"833a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2633	"(S,sA,B,F) Gwtp (B) GwtF,GwFt (S,Sf,F) Gwpt (S) Getp-,Gwtp-,Gotp= (S,B) Gotp+ (F) Gapt+ (sA) ^Gatp-"	2	"{intr:} be defeated, overcome /$gk: [[qrauein, httasqai]]$/ | {tr:} defeat, overcome"	"{intr:} be defeated, overcome /$gk: [[qrauein, httasqai]]$/ | {tr:} defeat, overcome"	"qrauein, httasqai"	"833b"	8	0	"2010-01-21"	"2010-08-15"	"vagrant"	"vagrant"
2634	"(S) Gitre,kitre"	4	"(nn f /*?*/), cedrate, (kind of lemon)"	"(nn f /*?*/), cedrate, (kind of lemon)"	""	"834a"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2635	"(B) Gwts (S) Gats+"	2	"{tr:} bend, lower"	"{tr:} bend, lower"	""	"834a"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2636	"(S,B) GwtH (S,B) JwtH (S) kwtH,GwHt (B) JwHt (S) GotH= (B) JotH= (S,B) GotH+ (S,B) JotH+ (A) GatH+,katH+"	2	"{intr:} wound, pierce /$gk: [[titrwskein]]$/ | {tr:}  /$gk: [[titrwskein]]$/"	"{intr:} wound, pierce /$gk: [[titrwskein]]$/ | {tr:}  /$gk: [[titrwskein]]$/"	"titrwskein"	"834a"	8	0	"2010-01-21"	"2010-08-15"	"vagrant"	"vagrant"
2637	"(B) Ghou"	1	"coriander (plant)"	"coriander (plant)"	""	"835a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2638	"(B) Gou"	3	"(ingredient in poison)"	"(ingredient in poison)"	""	"835a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2639	"(S) Gouhl"	1	"(kind of) locust /$gk: [[attakhs]]$/"	"(kind of) locust /$gk: [[attakhs]]$/"	"attakhs"	"835b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2640	"(S) Goulh"	3	"thin loaf, cake"	"thin loaf, cake"	""	"835b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2641	"(S) Ga$^o^$uon"	1	"(a drink)"	"(a drink)"	""	"836a"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2642	"(S) Gooure,Gaure"	3	"slave (or sim as term of contempt)"	"slave (or sim as term of contempt)"	""	"836a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2643	"(S,A) GwouG (B) JwouJ$* (S) GoouG+ (Sf) GaouG+,GoouJ+ (A,sA) GauG+"	2	"{intr:} be twisted, crooked | {qual:}  /$gk: [[skolios, skoliazein, streblos]]$/ | {tr:}  /$gk: [[skoliazein]]$/"	"{intr:} be twisted, crooked | {qual:}  /$gk: [[skolios, skoliazein, streblos]]$/ | {tr:}  /$gk: [[skoliazein]]$/"	"skolios, skoliazein, streblos"	"836a"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2644	"(S) GwS (B) JwS,JeS- (S) GoS= (B) JoS=,JhS+"	2	"{intr:} pour forth | {qual:} molten, cast | {tr:}  /$gk: [[ekxeein]]$/"	"{intr:} pour forth | {qual:} molten, cast | {tr:}  /$gk: [[ekxeein]]$/"	"ekxeein"	"836b"	8	0	"2010-01-21"	"2010-08-15"	"vagrant"	"vagrant"
2645	"(Sa) *GaiSe"	3	"(meaning unknown, something terrifying)"	"(meaning unknown, something terrifying)"	""	"837a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2646	"(S) GhSe,GeSe"	1	"goose (or) large duck"	"goose (or) large duck"	""	"837a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2647	"(B) GwSen"	3	"(herb) dill"	"(herb) dill"	""	"837a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2648	"(F) GouF"	3	"(meaning unknown, an article made or sold)"	"(meaning unknown, an article made or sold)"	""	"839a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2649	"(B) GeH"	2	"{qual /*?*/:} be exalted"	"{qual /*?*/:} be exalted"	""	"839b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2650	"(S) GouJ,kouJ,GwJ,GouG,kouk (B) JouJ,SouJ"	1	"safflower, cardamum"	"safflower, cardamum"	""	"840b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2651	"(S) GaJe (F) GeJe"	1	"earring /$gk: [[enwtion]]$/"	"earring /$gk: [[enwtion]]$/"	"enwtion"	"840b"	6	0	"2010-01-21"	"2013-04-08"	"vagrant"	"vagrant"
2652	"(B) GoJi"	2	"{intr:} run /$gk: [[trexein, orman]]$/"	"{intr:} run /$gk: [[trexein, orman]]$/"	"trexein, orman"	"840b"	8	0	"2010-01-21"	"2010-08-15"	"vagrant"	"vagrant"
2653	"(S) GwwJe (S,A,sA) GwJe (S) GwJ (B) JwJi (S,B) JeJ- (B) JaJ- (S) GoJH= (B) JoJ= (S) GooJe+ (Sf,F) GaaJe+ (B) JhJi+ (S,F) ^Ga$^a^$Je- (B) ^JaJ-"	2	"cut |$ {intr:} /$gk: [[koptein, latomein]]$/ |$ {tr:}  /$gk: [[diakoptein, ekkoptein]]$/"	"cut |$ {intr:} /$gk: [[koptein, latomein]]$/ |$ {tr:}  /$gk: [[diakoptein, ekkoptein]]$/"	"koptein, latomein, diakoptein, ekkoptein"	"841a"	8	0	"2010-01-21"	"2010-08-15"	"vagrant"	"vagrant"
2654	"(S) GaJmh,GaJme,Jamh"	4	"fist, handful /$gk: [[draj]]$/"	"fist, handful /$gk: [[draj]]$/"	"draj"	"842b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2655	"(S,A) GaJiF (S) GaJib,kaJiF (B) JaFJiF,JapJip,JeFJiF,JebJip"	22	"(/*f once*/), ant /$gk: [[murmhj]]$/"	"(/*f once*/), ant /$gk: [[murmhj]]$/"	"murmhj"	"842b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2656	"(S) GwG"	2	"{intr:} swell"	"{intr:} swell"	""	"843b"	6	0	"2010-01-21"	"2010-04-01"	"vagrant"	"vagrant"
2657	"(S) GeGou"	1	"(a dark substance, ? charcoal)"	"(a dark substance, ? charcoal)"	""	"843b"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2658	"(S) GaGetol"	3	"(a light ship) /$gk: [[karabion]]$/"	"(a light ship) /$gk: [[karabion]]$/"	"karabion"	"844a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2659	"(S) GaGitwn,GaGitwne (B) JaJiqwl"	22	"coarse linen, tow /$gk: [[stippuon]]$/ | (garment thereof S)"	"coarse linen, tow /$gk: [[stippuon]]$/ | (garment thereof S)"	"stippuon"	"844a"	6	0	"2010-01-21"	"1900-01-01"	"vagrant"	""
2660	"(B) abswn,auson"	1	"divoká máta"	"wild mint"	""	"2b"	9	0	"2010-01-22"	"2010-10-27"	"vagrant"	"vagrant"
2661	"(B) aklh,kalh"	4	"lasice /$gk: [[galh]]$/"	"weasel /$gk: [[galh]]$/"	"galh"	"3b"	9	0	"2010-01-22"	"2010-10-27"	"vagrant"	"vagrant"
2662	"(B) aklh,akli,alki,kalk"	4	"(mezi nádobami)"	"(among vessels)"	""	"3b"	9	0	"2010-01-22"	"2010-10-27"	"vagrant"	"vagrant"
2663	"(B) ali"	1	"fenugreek, řecké seno /*trigonella*/"	"fenugreek /*trigonella*/"	""	"4b"	9	0	"2010-01-22"	"2010-10-27"	"vagrant"	"vagrant"
2664	"(B) alkou"	4	"lahev /$gk: [[flaskion]]$/"	"flask /$gk: [[flaskion]]$/"	"flaskion"	"5b"	9	0	"2010-01-23"	"2010-10-27"	"vagrant"	"vagrant"
2665	"(B) allwki,allwkh,alloki"	1	"(rostlina)"	"(a plant)"	""	"6a"	9	0	"2010-01-23"	"2010-10-27"	"vagrant"	"vagrant"
2666	"(B) *alaswT"	3	"vojsko"	"army"	""	"6a"	9	0	"2010-01-23"	"2010-10-27"	"vagrant"	"vagrant"
2667	"(B) aliJi"	1	"fullers earth"	"fuller's earth"	""	"6b"	9	0	"2010-01-23"	"2010-10-27"	"vagrant"	"vagrant"
2668	"(B) *alJai"	3	"(velká ryba) /$gk: [[khtos]]$/"	"(large fish) /$gk: [[khtos]]$/"	"khtos"	"6b"	9	0	"2010-01-23"	"2010-10-27"	"vagrant"	"vagrant"
2669	"(B) amin"	1	"džbán, hrnek"	"pot (of soapstone)"	""	"7b"	9	0	"2010-01-23"	"2010-10-27"	"vagrant"	"vagrant"
2670	"(B) amna"	1	"(mezi květinami a vonnými látkami)"	"(among herbs & perfumes)"	""	"7b"	9	0	"2010-01-23"	"2010-10-27"	"vagrant"	"vagrant"
2671	"(B) amoni"	2	"{intr:} (většinou = S,A [amaHte], F [ameHi]), převládat, držet, být silný /$gk: [[katexein]]$/ | {tr:} zmocnit se, držet /$gk: [[lambanein]]$/"	"{intr:} (mostly = S,A [amaHte], F [ameHi]), prevail, be in possession, be strong /$gk: [[katexein]]$/ | {tr:} seize, possess, detain /$gk: [[lambanein]]$/"	"katexein, lambanein"	"8a"	9	0	"2010-01-23"	"2010-10-27"	"vagrant"	"vagrant"
2672	"(S,B) an-"	1	"(lit) great-one"	"(lit) great-one"	""	"10b"	6	0	"2010-01-23"	"2010-01-23"	"vagrant"	"vagrant"
2673	"(S,B) an- (S,B) *anan-"	0	"(prefix in collective numerals)"	"(prefix in collective numerals)"	""	"10b"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2674	"(S,B) an (A,F) en"	17	"(neg particle, following subj & predic, the clause mostly beginning with [n-]) |$ (in nominal clauses) |$ (verbal claises) |$ (relative clauses) |$ (addition to neg pref) |$ (prepos clauses)"	"(neg particle, following subj & predic, the clause mostly beginning with [n-]) |$ (in nominal clauses) |$ (verbal clauses) |$ (relative clauses) |$ (addition to neg pref) |$ (prepos clauses)"	""	"10b"	6	0	"2010-01-23"	"2010-10-27"	"vagrant"	"vagrant"
2675	"(B) anqous"	1	"(a species of) lizard /$gk: [[kalabwths]]$/"	"(a species of) lizard /$gk: [[kalabwths]]$/"	"kalabwths"	"11b"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2676	"(B) ankoki,ankouki,enkoki"	1	"third (/*ring*/) finger"	"third (/*ring*/) finger"	""	"12a"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2677	"(B) anoni"	2	"{intr:} live luxuriously, wantonly"	"{intr:} live luxuriously, wantonly"	""	"12a"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2678	"(B) annoSer"	1	"wild endive, chicory"	"wild endive, chicory"	""	"12a"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2679	"(B) antoli"	1	"(a fish-eating) bird"	"(a fish-eating) bird"	""	"12a"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2680	"(B) antwri"	1	"one of mature age /$gk: [[ghraleos]]$/"	"one of mature age /$gk: [[ghraleos]]$/"	"ghraleos"	"12a"	6	0	"2010-01-23"	"2010-01-23"	"vagrant"	"vagrant"
2681	"(S) antaS (B) anqaS"	1	"sneeze /$gk: [[ptarmos]]$/"	"sneeze /$gk: [[ptarmos]]$/"	"ptarmos"	"12b"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2682	"(B) anSiri,anGiri"	1	"(species of) bean, phaseolus"	"(species of) bean, phaseolus"	""	"12b"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2683	"(B) apous"	1	"bald (from ring-worm)"	"bald (from ring-worm)"	""	"14b"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2684	"(B) ara"	1	"door-ring"	"door-ring"	""	"14b"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2685	"(F) arws"	4	"(obscure word)"	"(obscure word)"	""	"15b"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2686	"(B) arSht,erSht"	0	" /$gk: [[epikeisqai]]$/"	" /$gk: [[epikeisqai]]$/"	"epikeisqai"	"16b"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2687	"(B) *asouli"	3	"butterflies"	"butterflies"	""	"18a"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2688	"(B) asoui"	4	"purse, wallet /$gk: [[balantion]]$/"	"purse, wallet /$gk: [[balantion]]$/"	"balantion"	"18b"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2689	"(B) asfoui"	3	"first year (of reign)"	"first year (of reign)"	""	"18b"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2690	"(B) asaF"	3	"(a plant explained as) bark, rind of caper-root"	"(a plant explained as) bark, rind of caper-root"	""	"18b"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
2691	"(B) asoFper"	3	"(a plant explained as) bitter nut"	"(a plant explained as) bitter nut"	""	"18b"	6	0	"2010-01-23"	"1900-01-01"	"vagrant"	""
