key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by
153	"(S,A,sA,B,F) kwk (B) xwk (NH) kwnk *^<a href="ext codex II - The Apocryphon of John;106;22;7;auw atreFsouwn pkwnk aHhu nteFasxhmosunh">Ext</a>^* (S,B,F) kek- (S,B) kok= (S) kak= (S,A) kaak= (F) kek= (S,B,F) khk+ (A) kaak+,kak+ (S,A,B,F) ^kak-"	2	"{tr:} peal, strip off, divest /$gk: [[lepizein, apoknizein, perijuein]]$/ | {intr:} (S), peel off, become bare"	"{tr:} peal, strip off, divest /$gk: [[lepizein, apoknizein, perijuein]]$/ | {intr:} (S), peel off, become bare"	"lepizein, apoknizein, perijuein"	"100b"	7	0	"2009-09-14"	"2011-01-14"	"vagrant"	"vagrant"
154	"(S,A,sA) Jioue (B) Gioui (F) Jioui"	2	"{intr:} steal /$gk: [[kleptein]]$/ | {tr:} /$gk: [[bastazein]]$/"	"{intr:} steal /$gk: [[kleptein]]$/ | {tr:} /$gk: [[bastazein]]$/"	"kleptein, bastazein"	"793b"	6	0	"2009-09-14"	"2010-03-30"	"vagrant"	"vagrant"
155	"(S) roeis (Sf,A) raeis (B) rwis,rws (sA,F) rais (F) laeis,lais (S,B) rhs+"	2	"{intr:} be awake, watch /$gk: [[grhgorein, agrupnein, eknhfein]]$/ | {tr:} (S /*rare*/), keep, observe"	"{intr:} be awake, watch /$gk: [[grhgorein, agrupnein, eknhfein]]$/ | {tr:} (S /*rare*/), keep, observe"	"grhgorein, agrupnein, eknhfein"	"300b"	7	0	"2009-09-14"	"2010-04-09"	"vagrant"	"vagrant"
156	"(S) SotSt,SoJt (B) SotSet (S,B) SetSwt= (F) SetSwG= (S,B) SetSwt+"	2	"{tr:} cut, carve, hollow /$gk: [[glufein, katakoptein]]$/ | {qual:} /$gk: [[xaragma]]$/ | {intr:} /$gk: [[ejorussein]]$/"	"{tr:} cut, carve, hollow /$gk: [[glufein, katakoptein]]$/ | {qual:} /$gk: [[xaragma]]$/ | {intr:} /$gk: [[ejorussein]]$/"	"glufein, katakoptein, xaragma, ejorussein"	"599a"	8	0	"2009-09-14"	"2010-08-11"	"vagrant"	"vagrant"
157	"(S,A,sA,B,F) mour (S,A) mr- (S,B) mer- (Sf,F) mar- (S,B) mor= (Sf,A,sA,F) mar= (F) mal= (S,A,sA,B,F) mhr+ (F) mel+ (S,F) ^mar- (S,B) ^mer- (B) ^mor-"	2	"{tr:} bind, gird, tie /$gk: [[dein, desmeuein, zwnnuein]]$/ |$ (c acc of thing bound) |$ (c [n-] of that wherewith bound) |$ (c [Hn-, Ken-] sim) |$ (c [n-] of that upon, to, in which bound) |$ (c [e-] sim) |$ (c [eJn-] sim) |$ (c [Hn-, Ken-] of place where bound) |$ (c [nsa-] S), tie behind |$ gird (with monastic habit) |$ bind, oblige (by oath), adjure | {qual:} bound, girt | {intr:} (S), bind"	"{tr:} bind, gird, tie /$gk: [[dein, desmeuein, zwnnuein]]$/ |$ (c acc of thing bound) |$ (c [n-] of that wherewith bound) |$ (c [Hn-, Ken-] sim) |$ (c [n-] of that upon, to, in which bound) |$ (c [e-] sim) |$ (c [eJn-] sim) |$ (c [Hn-, Ken-] of place where bound) |$ (c [nsa-] S), tie behind |$ gird (with monastic habit) |$ bind, oblige (by oath), adjure | {qual:} bound, girt | {intr:} (S), bind"	"dein, desmeuein, zwnnuein"	"180a"	7	0	"2009-09-14"	"2010-06-08"	"vagrant"	"vagrant"
158	"(S,A,sA) Tpe (B,F) Tpi"	4	"loins /$gk: [[osfus]]$/"	"loins /$gk: [[osfus]]$/"	"osfus"	"423a"	6	0	"2009-09-14"	"2010-02-22"	"vagrant"	"vagrant"
159	"(S,A,O) mhte (S) mhhte (B,F) mhT"	4	"middle |$ (as nn) /$gk: [[to meson, mesoths]]$/ |$ (as prep)"	"middle |$ (as nn) /$gk: [[to meson, mesoths]]$/ |$ (as prep)"	"to meson, mesoths"	"190b"	6	0	"2009-09-14"	"2010-02-04"	"vagrant"	"vagrant"
160	"(S,A,F) pwH (B) foH (F) poH,peH (S) pH (S,F) peH- (B) feH- (S,A) phH+ (B) feH+"	2	"{intr:} |$ reach /$gk: [[ftanein, dihkein]]$/ |$ reach (maturity), ripen | (as auxil S,B/*rare*/), attain to, succeed (in doing), just (do, do) for once | {tr:} (Sf,B) |$ |$ stretch"	"{intr:} |$ reach /$gk: [[ftanein, dihkein]]$/ |$ reach (maturity), ripen | (as auxil S,B/*rare*/), attain to, succeed (in doing), just (do, do) for once | {tr:} (Sf,B) |$ |$ stretch"	"ftanein, dihkein"	"281a"	8	0	"2009-09-14"	"2010-07-06"	"vagrant"	"vagrant"
161	"(S,sA,F) Geph (S) Giph (F) Ghpe"	2	"{intr:} hasten /$gk: [[speudein]]$/ | {tr /*refl*/:}  /$gk: [[speudein]]$/ | | (as advb) /$gk: [[taxu, taxews]]$/"	"{intr:} hasten /$gk: [[speudein]]$/ | {tr /*refl*/:}  /$gk: [[speudein]]$/ | | (as advb) /$gk: [[taxu, taxews]]$/"	"speudein, taxu, taxews"	"825a"	8	0	"2009-09-14"	"2010-08-15"	"vagrant"	"vagrant"
162	"(S,Sf,A,sA,F) wHs (A) wsQ (sA) wsH (B) wsK (S) eHs-,wHs- (B) osK-,wsK- (Sf,F) aHs- (S) oHs=,osH= (Sf,sA) aHs= (A) asQ= (sA) asH= (B) osK= (NH) Has= *^<a href="ext codex II - The Gospel of Thomas;107;37;18;aFHasF">Ext</a>^*"	2	"{intr:} reap, mow /$gk: [[qerizein, aman]]$/ | {tr:} /$gk: [[apoqerizein, ekqerizein, aman]]$/ | (as nn), reaping /$gk: [[qerismos]]$/"	"{intr:} reap, mow /$gk: [[qerizein, aman]]$/ | {tr:} /$gk: [[apoqerizein, ekqerizein, aman]]$/ | (as nn), reaping /$gk: [[qerismos]]$/"	"qerizein, aman, apoqerizein, ekqerizein, qerismos"	"538b"	6	0	"2009-09-14"	"2010-12-21"	"vagrant"	"vagrant"
163	"(S,A) erwte (B,F) erwT (Sf) arwte (F) arwT"	1	"milk /$gk: [[gala]]$/"	"milk /$gk: [[gala]]$/"	"gala"	"58b"	6	0	"2009-09-14"	"2010-01-26"	"vagrant"	"vagrant"
164	"(S,sA,B) So (A) Qo (Sf,F) Sa"	13	"thousand /$gk: [[xilioi, xilias]]$/"	"thousand /$gk: [[xilioi, xilias]]$/"	"xilioi, xilias"	"549b"	6	0	"2009-09-14"	"2010-03-08"	"vagrant"	"vagrant"
165	"(S,A,sA) tba (B) qba (F) tbe"	10	"ten thousand /$gk: [[murias]]$/"	"ten thousand /$gk: [[murias]]$/"	"murias"	"399a"	6	0	"2009-09-14"	"2010-02-20"	"vagrant"	"vagrant"
166	"(S) Hoout,eHoout,$^e^$iHoout,Heout (S,A) Heut (A,sA) Haut (sA) Hhut (S,B) Hwout (F) Ha$^o^$ut,eHa$^o^$ut (O) Hoount (S) Hout-"	1	"male (of men, gods), husband /$gk: [[arshn, anhr]]$/ | male (animal) | wild, savage man, beast | wild (plant)"	"male (of men, gods), husband /$gk: [[arshn, anhr]]$/ | male (animal) | wild, savage man, beast | wild (plant)"	"arshn, anhr"	"738b"	6	0	"2009-09-14"	"2010-03-27"	"vagrant"	"vagrant"
167	"(S,B) tsabo (Sa,A) ts$^e^$bo (S,B) tsabe- (S) tsambe-,tsebe- (A) tsebo- (sA) tseba- (F) tseb- (Sf) seb- (S,B) tsabo= (S) tsamo=,tsbo= (A,sA) tseba= (Sf,F) tsaba= (F) tsama= (NH) tsabw= *^<a href="ext codex II - The Apocryphon of John;106;21;26;anok de Tnatsabwtn Je ou pe pmusthrion nte pouwnH;codex VI - The Acts of Peter and the Twelve Apostles;125;4;32;ou monon ntatsabwtn eroF;codex III - The Dialogue of the Saviour;117;122;1;Tnatsabwtn">Ext</a>^* (S) tsabhu+,tsabhut+,tsaboeit+ (A,sA) tsebaeit+ (B) tsabhout+"	2	"{tr:} make wise, teach, show (caus of [sabe]) /$gk: [[didaskein, deiknunai, paideuein]]$/"	"{tr:} make wise, teach, show (caus of [sabe]) /$gk: [[didaskein, deiknunai, paideuein]]$/"	"didaskein, deiknunai, paideuein"	"434b"	8	0	"2009-09-14"	"2011-01-14"	"vagrant"	"vagrant"
168	"(S) kake (A,sA) keke (A) kekei (B) xaki (O) xwwx"	1	"darkness /$gk: [[skotos, skotia]]$/ | (as adj) /$gk: [[skoteinos]]$/"	"darkness /$gk: [[skotos, skotia]]$/ | (as adj) /$gk: [[skoteinos]]$/"	"skotos, skotia, skoteinos"	"101b"	6	0	"2009-09-14"	"2010-01-30"	"vagrant"	"vagrant"
169	"(S) me,mei (A) meie (sA) maeie (B) mei,mhi (F) mhi,mi (S) mere- (A,sA) mrre- (B) menre (F) meri-,melli- (S,A,sA) merit= (A,sA) mrrit= (B) menrit= (NH) mereit= *^<a href="ext codex II - The Hypostasis of the Archons;109;89;20;auStortr Hn ounoG nStortr auw aumereits;codex II - On the Origin of the World;110;113;1;eFSannau epeFeine nFmereitF ouketi Fnatako;codex II - The Exegesis on the Soul;111;133;34;auw ntoF HwwF aFmereits">Ext</a>^* (S,B,F) ^mai- (S,A) ^maei-"	2	"{tr:} love /$gk: [[agapan]]$/"	"{tr:} love /$gk: [[agapan]]$/"	"agapan"	"156a"	6	0	"2009-09-14"	"2011-11-12"	"vagrant"	"vagrant"
170	"(S,B) mau (Sa) mw (A) mo (sA,F) meu,meou (O) maou,meou"	3	"the place there, (in) |$ ([mmau] &c advb), there, therein /$gk: [[ekei]]$/ |$ (after vb tr), take away |$ (after vbs), have, lack |$ ([ebol mm.]), thence |$ (varies with gen [mmo=]) |$ (with rel [etmm.] S, [etemm.] B), who, which (is there = demonstr) that"	"the place there, (in) |$ ([mmau] &c advb), there, therein /$gk: [[ekei]]$/ |$ (after vb tr), take away |$ (after vbs), have, lack |$ ([ebol mm.]), thence |$ (varies with gen [mmo=]) |$ (with rel [etmm.] S, [etemm.] B), who, which (is there = demonstr) that"	"ekei"	"196b"	6	0	"2009-09-14"	"2010-02-04"	"vagrant"	"vagrant"
171	"(S,B,F) alou (A,B) alau (F) aeilou (B) *alwoui (F) *alaui"	4	"mladík /$gk: [[pais, paidion, neos]]$/ | sluha"	"youth, maiden /$gk: [[pais, paidion, neos]]$/ | servant"	"pais, paidion, neos"	"5a"	9	0	"2009-09-14"	"2010-10-27"	"vagrant"	"vagrant"
172	"(S) Jh,Ji (sA) Jie (B) Jhi"	1	"chip, mote (of straw, dust) /$gk: [[karfos]]$/"	"chip, mote (of straw, dust) /$gk: [[karfos]]$/"	"karfos"	"747b"	6	0	"2009-09-14"	"2010-01-19"	"vagrant"	"vagrant"
173	"(S,A) sei (S) sie (A) si"	4	"(a tree) /$gk: [[drus]]$/"	"(a tree) /$gk: [[drus]]$/"	"drus"	"317a"	6	0	"2009-09-14"	"2010-02-12"	"vagrant"	"vagrant"
174	"(S,B,O) son (Sa,A,sA,F,O) san (S) sn-,sen- (S) sn-,sen- (S,A,sA,F) *snhu (A,B,F) *snhou (F) *sneu,sneou"	1	"brother (literal & figur) /$gk: [[adelfos]]$/"	"brother (literal & figur) /$gk: [[adelfos]]$/"	"adelfos"	"342b"	6	0	"2009-09-14"	"2010-02-14"	"vagrant"	"vagrant"
175	"(S,A,sA) eibe (B,F) ibi (S) obe+ (A,sA) abe+ (B) obi+ (F) abi+"	2	"{intr:} thirst |$ (without object) /$gk: [[dican]]$/ |$ (c [n-]) /$gk: [[dican]]$/"	"{intr:} thirst |$ (without object) /$gk: [[dican]]$/ |$ (c [n-]) /$gk: [[dican]]$/"	"dican"	"76a"	8	0	"2009-09-14"	"2012-10-12"	"vagrant"	"vagrant"
176	"(S,B) tkas,kas (S) kkas (A,sA) tkes (F) pkes"	1	"pain /$gk: [[ponos, odunh, alghma, basanos]]$/"	"pain /$gk: [[ponos, odunh, alghma, basanos]]$/"	"ponos, odunh, alghma, basanos"	"407a"	6	0	"2009-09-14"	"2014-07-29"	"vagrant"	"vagrant"
177	"(S,A,sA) blle (B) belle (F) bellh (S) ****bllh (B) ****bellh (S,sA) *blleeu (S) *blleue (A) *blleeue,blleoue (B) *belleu (F) *bellhou"	3	"blind person /$gk: [[tuflos]]$/ | (adj), blind"	"blind person /$gk: [[tuflos]]$/ | (adj), blind"	"tuflos"	"38a"	6	0	"2009-09-14"	"2010-11-11"	"vagrant"	"vagrant"
178	"(S,A,sA,B) Souo (F) Soua (S,A,B) Soue- (F) Soua- (S,B) Sou- (S,A,B) Souw= (S,B) Souo="	2	"{intr:} flow, pour, discharge /$gk: [[rein, apoxunein]]$/ | {tr:} pour, empty"	"{intr:} flow, pour, discharge /$gk: [[rein, apoxunein]]$/ | {tr:} pour, empty"	"rein, apoxunein"	"602a"	8	0	"2009-09-14"	"2010-08-11"	"vagrant"	"vagrant"
179	"(S) nouHe,nwHe (S,A,B,F) nouH (A) $^nououH^$ (B) noH (S,F) nou (S,B,F) neH- (S,B) naH= (Sa,A) nauH= (B) neH= (NH) naHou= *^<a href="ext codex II - The Apocryphon of John;106;30;22;aeinaHout eHoun mpmeHsep snau;codex I - The Tripartite Tractate;105;53;26;eFnanaHouF eHoun araF">Ext</a>^* (S,B) nhH+,neH+"	2	"{tr:} shake, cast off, set apart, separate /$gk: [[apotinassein, ekkoptein]]$/ | (refl) |$ separate self |$ turn, return (A) | {intr:} be shaken out"	"{tr:} shake, cast off, set apart, separate /$gk: [[apotinassein, ekkoptein]]$/ | (refl) |$ separate self |$ turn, return (A) | {intr:} be shaken out"	"apotinassein, ekkoptein"	"241b"	7	0	"2009-09-14"	"2011-01-14"	"vagrant"	"vagrant"
180	"(S,A,sA,B,F) hrp (F) hlp (S) erp-,rp-"	1	"(f twice), wine /$gk: [[oinos]]$/"	"(f twice), wine /$gk: [[oinos]]$/"	"oinos"	"66b"	6	0	"2009-09-14"	"2010-01-26"	"vagrant"	"vagrant"
181	"(S,A,sA) Tme (S) time (B,F) Tmi,timi (S) *tme"	1	"village /$gk: [[kwmh]]$/"	"village /$gk: [[kwmh]]$/"	"kwmh"	"414a"	6	0	"2009-09-14"	"2010-02-21"	"vagrant"	"vagrant"
182	"(S) saein,saine (A) seeine (sA) seine (B,F) shini (F) shen,shin (NH) soein *^<a href="ext codex II - The Gospel of Thomas;107;39;6;mare soein rqerapeue nnetsooun mmoF;codex II - The Hypostasis of the Archons;109;89;16;ntos pe tamaau ntos te tsoein auw tsHime;codex II - On the Origin of the World;110;114;6;ntos pe ntaHr soein eros ouaats">Ext</a>^*"	22	"physician /$gk: [[iatros]]$/"	"physician /$gk: [[iatros]]$/"	"iatros"	"342b"	6	0	"2009-09-14"	"2010-12-26"	"vagrant"	"vagrant"
183	"(S,O) toou (S) tooue (Sf,A,sA,F) tau (B) twou"	1	"mountain  /$gk: [[oros]]$/ | community of hermits, monastery | cemetery (in desert) | (as adj) of the hill, desert, (so) wild"	"mountain  /$gk: [[oros]]$/ | community of hermits, monastery | cemetery (in desert) | (as adj) of the hill, desert, (so) wild"	"oros"	"440b"	6	0	"2009-09-14"	"2010-02-26"	"vagrant"	"vagrant"
184	"(S,A,sA,B) taJro (F) taJra (S,B) taJre- (S,B) taJro= (A,sA,F) taJra= (S,A) taJrhu+ (S,A) taJraeit+ (A) taJrhou+ (sA) taJrait+ (B,F) taJrhout+"	2	"{tr:} make strong, firm, fast (/*caus of [Jro]*/)  /$gk: [[sthrizein, enisxuein]]$/ | {intr:} be strenghtened, decided  /$gk: [[sthrizein]]$/ | {qual:}  /$gk: [[stereos]]$/"	"{tr:} make strong, firm, fast (/*caus of [Jro]*/)  /$gk: [[sthrizein, enisxuein]]$/ | {intr:} be strenghtened, decided  /$gk: [[sthrizein]]$/ | {qual:}  /$gk: [[stereos]]$/"	"sthrizein, enisxuein, stereos"	"462b"	7	0	"2009-09-14"	"2010-04-26"	"vagrant"	"vagrant"
186	"(S,B) oeiS (A) aeiS (sA,F) aiS (B) wiS"	3	"cry"	"cry"	""	"257b"	6	0	"2009-09-14"	"2010-02-09"	"vagrant"	"vagrant"
187	"(S,A,sA) Jro (S,A,sA,B) Gro (F) Jra (S,sA) Jraeit+ (S) Graeit+,Jroeit+,Groeit+ (Sa) Grait+ (S) Jrhout+ (B) Grhout+ (F) Jarhout+"	2	"{intr:} be, become strong, firm, victorious /$gk: [[andrizesqai, isxuein, nikan]]$/"	"{intr:} be, become strong, firm, victorious /$gk: [[andrizesqai, isxuein, nikan]]$/"	"andrizesqai, isxuein, nikan"	"783a"	8	0	"2009-09-14"	"2010-08-15"	"vagrant"	"vagrant"
188	"(S) Jenepwr (B) Jenefwr (A,sA) Jmphi (F) Jelepol"	4	"(f S,F, m B), roof /$gk: [[dwma]]$/"	"(f S,F, m B), roof /$gk: [[dwma]]$/"	"dwma"	"775a"	6	0	"2009-09-14"	"2010-03-29"	"vagrant"	"vagrant"
189	"(S,sA,F) Hhbs (S) H$^e^$bs (A) Qhbs (B) Khbs (F) Hhbes"	1	"lamp /$gk: [[luxnos]]$/"	"lamp /$gk: [[luxnos]]$/"	""	"658a"	6	0	"2009-09-14"	"2010-03-21"	"vagrant"	"vagrant"
190	"(S,A) Hieit (S) Heieit (S,sA,B) Hit (sA) Hiit"	1	"pit /$gk: [[boqros]]$/"	"pit /$gk: [[boqros]]$/"	"boqros"	"718a"	6	0	"2009-09-14"	"2010-01-19"	"vagrant"	"vagrant"
191	"(S,A,sA,F) JnaH (Sf) JnH (A) Jna (B) GnaH (F) JneH,JenH (S) *JnauH (B) *GnauH"	1	"forearm | strength, violence /$gk: [[bia]]$/"	"forearm | strength, violence /$gk: [[bia]]$/"	"bia"	"777a"	6	0	"2009-09-14"	"2010-03-29"	"vagrant"	"vagrant"
192	"(S,sA) pwwne,pwne (A) poune (Sf) pwni (F) pwwni,paane (S) peene-,pene-,pnne- (A) poune- (F) pane- (S) poone=,pen= (S,A,F) paane= (A,sA) pane= (S) poone+ (S) ^pane-"	2	"{intr:} change, turn /$gk: [[metaballesqai, strefesqai, metatiqesqai, enallasesqai]]$/ | {tr:} (S,F), turn /$gk: [[afistanai]]$/ | (p c S), perverter (/*?*/)"	"{intr:} change, turn /$gk: [[metaballesqai, strefesqai, metatiqesqai, enallasesqai]]$/ | {tr:} (S,F), turn /$gk: [[afistanai]]$/ | (p c S), perverter (/*?*/)"	"metaballesqai, strefesqai, metatiqesqai, enallasesqai, afistanai"	"263b"	8	0	"2009-09-14"	"2010-06-24"	"vagrant"	"vagrant"
193	"(S,sA,F) Sthn (S) Stn (B) Sqhn"	4	"garment, tunic /$gk: [[xitwn, imation]]$/"	"garment, tunic /$gk: [[xitwn, imation]]$/"	"xitwn, imation"	"597a"	6	0	"2009-09-14"	"2010-01-16"	"vagrant"	"vagrant"
194	"(S) GapGep,GepGp (B) JapJep"	2	"{intr:} be hurried, anxious /$gk: [[speudein]]$/"	"{intr:} be hurried, anxious /$gk: [[speudein]]$/"	"speudein"	"827b"	6	0	"2009-09-14"	"2010-04-01"	"vagrant"	"vagrant"
195	"(S) Hote (Sf,A,sA) Hate (sA) HaTe (B) HoT (F) HaT"	4	"fear /$gk: [[fobos]]$/"	"fear /$gk: [[fobos]]$/"	"fobos"	"720b"	8	0	"2009-09-14"	"2010-08-13"	"vagrant"	"vagrant"
196	"(S,B) sop (Sa,Sf,A,sA,F) sap (S) sp-,sep- *^only *+ [snau]^* (S,A) * $$ swp (S) *swwp,soop"	1	"(noun) |$ ocassion, time /*vices*/, turn |$ [sop] ... [sop], now ... again |$ turn, round (of prayer or reading) | (adverbial) | (with numerals)"	"(noun) |$ ocassion, time /*vices*/, turn |$ [sop] ... [sop], now ... again |$ turn, round (of prayer or reading) | (adverbial) | (with numerals)"	""	"349b"	6	0	"2009-09-14"	"2010-02-14"	"vagrant"	"vagrant"
197	"(S,B) SoSt (B) SwSt (Sa,Sf,sA,F) SaSt"	1	"hindrance, impediment, (so) key /$gk: [[kleis]]$/"	"hindrance, impediment, (so) key /$gk: [[kleis]]$/"	"kleis"	"608b"	6	0	"2009-09-14"	"2010-03-17"	"vagrant"	"vagrant"
198	"(S) eloole (A) elaale (sA) elale (B) aloli (F) alaali,alali,elaali,ilali (S) elel-,lel-,leel-,lil- (A) elal- (B) al-,el-,lele-"	1	"grape /$gk: [[stafulh]]$/ |$ (single grape) |$ (bunch of grapes) |$ (unripe, sour grape) |$ (fresh grape) |$ (mellow, purple grape) |$ (dried grapes, raisins) |$ (raisins stoned) |$ (grape-stone, pip) |$ (other sorts) | wine /$gk: [[ampelos]]$/ |$ wineyard |$ winedresser"	"grape /$gk: [[stafulh]]$/ |$ (single grape) |$ (bunch of grapes) |$ (unripe, sour grape) |$ (fresh grape) |$ (mellow, purple grape) |$ (dried grapes, raisins) |$ (raisins stoned) |$ (grape-stone, pip) |$ (other sorts) | wine /$gk: [[ampelos]]$/ |$ wineyard |$ winedresser"	"stafulh, ampelos"	"54b"	6	0	"2009-09-14"	"2010-12-27"	"vagrant"	"vagrant"
199	"(S,B) tako (Sa,A,sA) teko (F) taka (S,B,F) take- (sA) teke-,teka- (S,B) tako= (A,sA) teka= (F) taka= (S) takhu$^t^$+ (B) takhout+"	2	"{tr:} destroy, lose (& many related meanings) /$gk: [[apollunai, fqeirein]]$/ | {intr:} perish, be lost, destroy"	"{tr:} destroy, lose (& many related meanings) /$gk: [[apollunai, fqeirein]]$/ | {intr:} perish, be lost, destroy"	"apollunai, fqeirein"	"405a"	8	0	"2009-09-14"	"2010-07-23"	"vagrant"	"vagrant"
200	"(S,A) pwrk (B) fwrk (S) prk-,perk- (B) ferk- (S) pork= (A) park= (B) fork= (B) ferk+"	2	"{intr:} be plucked out, destroyed /$gk: [[ekrizousqai, afanizesqai]]$/ | {tr:} pluck, root out /$gk: [[ektillein]]$/"	"{intr:} be plucked out, destroyed /$gk: [[ekrizousqai, afanizesqai]]$/ | {tr:} pluck, root out /$gk: [[ektillein]]$/"	"ekrizousqai, afanizesqai, ektillein"	"268b"	8	0	"2009-09-14"	"2010-06-25"	"vagrant"	"vagrant"
201	"(S,A,sA,B) ro (Sf) ra (F) la (S) ra- (S,B) re- (F) le- (S,A,sA,B,O) rw= (F) lw= (S,A,sA,B) *rwou (A) *roou (F) *lwou"	1	"mouth /$gk: [[stoma]]$/ | edge of weapon | door, gate /$gk: [[qura, pulh]]$/"	"mouth /$gk: [[stoma]]$/ | edge of weapon | door, gate /$gk: [[qura, pulh]]$/"	"stoma, qura, pulh"	"288a"	8	0	"2009-09-14"	"2010-07-06"	"vagrant"	"vagrant"
202	"(S) rpe (A) rpeie,rpeeie (sA) rpeei,rpee (B) erfei (F) erphei,elphi,elphhi,elph (S,A) *rphue (A) *rphoue (B) *erfhoui"	1	"temple /$gk: [[naos, ieron]]$/"	"temple /$gk: [[naos, ieron]]$/"	"naos, ieron"	"298b"	6	0	"2009-09-14"	"2010-02-11"	"vagrant"	"vagrant"
203	"(S) ouo$^e^$i (B) ouoi (A) oua$^e^$i (sA) ouaeie (F) ouai"	1	"rush, course, (swift movement) /$gk: [[ormh, ormhma, roizos]]$/"	"rush, course, (swift movement) /$gk: [[ormh, ormhma, roizos]]$/"	"ormh, ormhma, roizos"	"472a"	8	0	"2009-09-14"	"2010-08-04"	"vagrant"	"vagrant"
204	"(S,A,sA) twm (B) qwm (S) t$^e^$m- (B) qem- (S) tom= (B) qom= (O) twm= (S) thm+ (B) qhm+ (S) ^tam- (B) ^qam-"	2	"shut |$ (mouth, door) /$gk: [[frassein, fimoun]]$/ |$ (eyes) |$ ([Hht]), shut the heart |$$ (as nn m), shutting, hardening of heart"	"shut |$ (mouth, door) /$gk: [[frassein, fimoun]]$/ |$ (eyes) |$ ([Hht]), shut the heart |$$ (as nn m), shutting, hardening of heart"	"frassein, fimoun"	"412b"	6	0	"2009-09-14"	"2010-02-21"	"vagrant"	"vagrant"
205	"(S,A,sA) Ja$^e^$ie (S) Jae (Sf,F) Ja$^i^$h"	1	"desert /$gk: [[erhmos]]$/ | (as adj)"	"desert /$gk: [[erhmos]]$/ | (as adj)"	"erhmos"	"745b"	8	0	"2009-09-14"	"2010-11-16"	"vagrant"	"vagrant"
206	"(S) tnnoou (Sa) tnau (A,sA) tnnau (F) ten$^n^$au (S) tn$^n^$eu- (F) tnau-,tna$^o^$ut- (S) tn$^n^$oou=,tnnout=,tnnoous=,tnou= (A,sA) tnna$^o^$u= (Sa,F) tna$^o^$u= (Sa) tnnaous= (Sa,Sf) tnnaut= (F) tnaout=,tnaus="	2	"{tr:} send /$gk: [[apostellein, pempein]]$/"	"{tr:} send /$gk: [[apostellein, pempein]]$/"	"apostellein, pempein"	"419b"	7	0	"2009-09-14"	"2010-04-16"	"vagrant"	"vagrant"
2321	"(S,sA) $^Hooure^$,Houre- (S) Hour-,Hourw-,Hourw$^w^$=,Houro= (B) Hourw="	2	"{tr:} deprive |$ (c double acc) /$gk: [[sterein, paralogizesqai, apospan]]$/ |$ (c [e-] sim) |$ (passive)"	"{tr:} deprive |$ (c double acc) /$gk: [[sterein, paralogizesqai, apospan]]$/ |$ (c [e-] sim) |$ (passive)"	"sterein, paralogizesqai, apospan"	"737b"	8	0	"2010-01-19"	"2012-10-20"	"vagrant"	"vagrant"
209	"(S,O) pwSn (F) pwSen (B) fwSen (S) peSn-,poSn= (B) foSn= (S) poSn+ (B) foSn+"	2	"{intr:} do service, serve (as priest) /$gk: [[leitourgein, xeirotonein]]$/ | {tr:} |$ serve |$ ordain (to office)"	"{intr:} do service, serve (as priest) /$gk: [[leitourgein, xeirotonein]]$/ | {tr:} |$ serve |$ ordain (to office)"	"leitourgein, xeirotonein"	"278b"	6	0	"2009-09-14"	"2010-02-10"	"vagrant"	"vagrant"
210	"(S,B) nau (S) nou (Sa,F) nw (A,O) no (sA,F) neu"	1	"hour, time /$gk: [[kairos, wra]]$/ | daylight | | morning, early hour [nn., fn. nSwrp] | midday [nn. mmeere] | evening [nn., fn. nrouHe, -Hi, HanarouHi]"	"hour, time /$gk: [[kairos, wra]]$/ | daylight | | morning, early hour [nn., fn. nSwrp] | midday [nn. mmeere] | evening [nn., fn. nrouHe, -Hi, HanarouHi]"	"kairos, wra"	"234b"	6	0	"2009-09-14"	"2010-02-06"	"vagrant"	"vagrant"
211	"(S,A,sA,B,F,O) ounou (S) *ounooue (sA) *ounaue (B) *ounwoui"	4	"hour /$gk: [[wra, kairos]]$/"	"hour /$gk: [[wra, kairos]]$/"	"wra, kairos"	"484b"	6	0	"2009-09-14"	"2010-03-02"	"vagrant"	"vagrant"
212	"(S) eitn,itne (S) tnh (S,sA) itn (S,B,F) iten"	1	"ground, earth, dust, rubbish /$gk: [[gh, kopros, xous]]$/ | ground as bottom, lower part"	"ground, earth, dust, rubbish /$gk: [[gh, kopros, xous]]$/ | ground as bottom, lower part"	"gh, kopros, xous"	"87b"	6	0	"2009-09-14"	"2010-01-29"	"vagrant"	"vagrant"
213	"(S,A,B,F) kim (S) kemt-,kemt= (S,A) ^km-"	2	"{intr:} move, be moved /$gk: [[kinein, saleuein, seiein, ferein, tarassein]]$/ | {tr:} (S,B,F), move /$gk: [[kinein, saleuein, tarassein]]$/"	"{intr:} move, be moved /$gk: [[kinein, saleuein, seiein, ferein, tarassein]]$/ | {tr:} (S,B,F), move /$gk: [[kinein, saleuein, tarassein]]$/"	"kinein, saleuein, seiein, ferein, tarassein"	"108a"	8	0	"2009-09-14"	"2010-06-03"	"vagrant"	"vagrant"
