key	word	type	en	crum	quality	added	updated	created_by	updated_by	dawoud-pages	notes	senses	override-type	crum-last-page	sisters	antonyms	homonyms	greek-sisters	categories	TODO
2524	(S) Gwwle	2	{intr:} burst, split /*?*/	809b	6	2010-01-21	1900-01-01	vagrant		832a-832b					898; 1302; 1312; 895					
2525	(S) Gwwle,kwle (B) Jol,Jwl	1	flat cake, loaf	810a	6	2010-01-21	1900-01-01	vagrant		756b,832b					861; 1243; 2640; 2804; 2858; 1696; 835		2393; 3358		food	
2526	(S,sA,B) Gla (S) kla,Glo (Sf) Gle (B) GlaH	1	wave /*?*/	810a	8	2010-01-21	2010-08-15	vagrant	vagrant	807b,808a										
2527	(B) Glh	4	scorpion /$gk: [[skorpios]]$/	810a	6	2010-01-21	1900-01-01	vagrant		808a					1767 #drv2722				species	
2528	(S) Glh	2	{tr:} (meaning uncertain), strengthen, support /*?*/	810a	6	2010-01-21	2010-03-31	vagrant	vagrant										doubtful	
2529	(S) Glo (A) Gla	1	vanity, futility	810a	6	2010-01-21	2010-03-31	vagrant	vagrant	808b										
2530	(B) Glo	2	{tr:} surround, besiege /$gk: [[frassein]]$/ | (as nn m), ([Grw] f), hedge, fence /$gk: [[fragmos]]$/	810a	8	2010-01-21	2010-08-15	vagrant	vagrant	808a-808b										
2531	(B) Gloi	4	ball	810b	6	2010-01-21	1900-01-01	vagrant		808b										
2532	(S) Glw,klw,Glou	4	twig, firewood /$gk: [[klhmatis]]$/	810b	6	2010-01-21	1900-01-01	vagrant		809a									anatomy	
2533	(F) Glhb	3	muzzle, (with [T]) /$gk: [[khmoun]]$/	810b	6	2010-01-21	1900-01-01	vagrant							1520; 1986					
2534	(S) Golbe (B) Golbi,Solbi	4	garment of wool	810b	6	2010-01-21	1900-01-01	vagrant		814b,583a					193; 2293; 1351; 1107; 1164; 2428; 2659; 1360; 79 #drv3360; 3358 #drv3975; 796		1903			
2535	(B) Glwbi	1	scissors	810b	6	2010-01-21	1900-01-01	vagrant		809a									tool	
2536	(F) Gelbesi,Jelbesi	3	purple /$gk: [[porfura]]$/	810b	6	2010-01-21	2010-03-31	vagrant	vagrant											
2537	(S) Glboou,Gelbau (B) JelFau	3	(fish), silurus mystus	810b	6	2010-01-21	2010-03-31	vagrant	vagrant	738a,796a									species	
2538	(S) Gelboou	1	(meaning unknown, plant, cereal ?)	810b	6	2010-01-21	1900-01-01	vagrant		796a									doubtful	
2539	(B) Galouks,Salouks	4	scarabeus beetle	810b	6	2010-01-21	1900-01-01	vagrant		792a					573; 2158; 2262 #drv3555; 1894				species	
2540	(S,A,B,F) Glil	1	burnt-offering /$gk: [[olokautwma]]$/	811a	6	2010-01-21	1900-01-01	vagrant		808a					2010					
2541	(S) *Glil	3	axe	811a	6	2010-01-21	1900-01-01	vagrant							1163; 784; 724				tool	
2542	(S) G$^e^$lm,Gllm,kelm (A) Glbe	3	dry, sticks, twigs	811a	6	2010-01-21	2010-03-31	vagrant	vagrant	808a,796a									anatomy	
2543	(B) Glam,Slam	2	kindle	811a	6	2010-01-21	1900-01-01	vagrant		578b,807b					117	741				
2544	(S) G$^e^$lmai,Gelma,kelma,Galma,Gelmhn,kulman (Sf,F) Gelmaein (F) Jilmin (NH) Glmeei *^<a href=ext codex II - The Gospel of Thomas;107;49;10;apmaaJe mpGlmeei ouwGp">Ext</a>^*"	1	jar, vase /$gk: [[stamnos]]$/	811a	6	2010-01-21	2011-01-09	vagrant	vagrant	796a					792; 2837; 1460; 1097; 2803; 948; 1049; 2022; 3266				container	
2545	(S) Glomlm,klomlm$* (A,sA) Glamlm (B) Glomlem,klomlem,xlomlem (S) Gl$^e^$mlwm- (S,sA) Glmlwm= (S,Sf) lmlwm= (S,B) Glemlwm= (S,sA) Glmlwm+ (S) Glmlom+,Glmlomt+,lmlwm+,lmlhm+ (B) Glemlwm+,lemlhm+	2	{intr:} be twisted, implicated /$gk: [[emplekesqai, periplekesqai, sumpodizesqai]]$/ | {qual:} | {tr:} embrace	811a	8	2010-01-21	2014-07-31	vagrant	vagrant	808b-809a					529; 2181; 2199; 1061; 1811; 11; 2402		1789			
2546	(B) Gwlp,Golp=	2	{tr:} create /$gk: [[plassein]]$/	812b	6	2010-01-21	1900-01-01	vagrant		826a					252; 476; 284		2547; 2548			
2547	(B) Gwlp	1	faggot, (used as) raft	812b	6	2010-01-21	1900-01-01	vagrant		826a					1093		2546; 2548		vehicle	
2548	(B) Gwlp	3	projecting roof, veranda	813a	6	2010-01-21	1900-01-01	vagrant		826a							2546; 2547		construction	
2549	(B) Glap,Galp	1	mass, lump	813a	6	2010-01-21	2010-03-31	vagrant	vagrant	807b-808a					1696					
2550	(S) Gales	4	(meaning unknown, part of a mill)	813a	6	2010-01-21	1900-01-01	vagrant		792a									doubtful	
2551	(S) Gooles	4	thigh	813a	6	2010-01-21	1900-01-01	vagrant		816a									anatomy	
2552	(S,sA,B) Glwt (B) Slwt (sA) Glwte (S) *Gloote,Glote,GlooGe (sA) *Glate	22	kidney, (also other internal organs) /$gk: [[nefros, coa]]$/	813a	6	2010-01-21	1900-01-01	vagrant		809a-809b									anatomy	
2553	(S) Galite	4	(vessel or measure)	813a	6	2010-01-21	1900-01-01	vagrant		792a									container, unit	
2554	(S) GaloubiH (B) balmbeH,balmbaH,aloubeH	1	bald-headed person /$gk: [[anafalantos]]$/	813a	6	2010-01-21	1900-01-01	vagrant		3b,19a					2872; 2683; 1739; 1464; 2999				person	
2555	(B) GlwouS,SlwouS,GalwouS	1	maimed, paralysed person	813b	6	2010-01-21	1900-01-01	vagrant		809a					2585; 2504; 2360				person	
2556	(sA) GalaSire	1	strong man, giant /*?*/	813b	6	2010-01-21	1900-01-01	vagrant							2695				person	
2557	(S) G$^e^$lH,GlaH	1	shoulder	813b	6	2010-01-21	2010-03-31	vagrant	vagrant	796a,808a					475 shoulder; 457 #drv1299; 288 #drv941; 437 shoulders				anatomy	
2558	(S,A) GalaHt (S) GalaHte (Sf,F) GaleHt (S) kalaHt	4	pot /$gk: [[xutra]]$/	813b	6	2010-01-21	1900-01-01	vagrant		791b-792a					3169; 948; 2669; 2022; 2225				container	
2559	(B) GaloJ (F) GalaJ (S) *Jalau$^J^$ (B,F) *GalauJ (F) *JalauJ,JalauJH (O) *GalaouG	4	foot, knee /$gk: [[pous]]$/	814a	6	2010-01-21	2010-03-31	vagrant	vagrant	792b,731a					306; 716; 645; 378; 461				anatomy	
2560	(S) GloG,tloG (B,F) GloJ (B) JloJ (A,sA,F) GlaG (F) GaleJ	1	bed, bier /$gk: [[klinh, klinarion, krabattos, koith]]$/	815a	6	2010-01-21	2010-03-31	vagrant	vagrant	809a					963		2561			
2561	(S) GloG,eGloG (A) eGlaG (B) GloJ,Glot,eGloJ,eJloJ,SlwJ	1	gourd	815a	6	2010-01-21	2010-03-31	vagrant	vagrant	809a					582; 1698; 1953		2560		species	
2562	(S,sA) GlooGe,GloGe (S) kloge,tlooGe,tlwGe (F) tlaGe	4	ladder /$gk: [[klimaj]]$/	815b	6	2010-01-21	1900-01-01	vagrant		809a					1050; 484; 3040					
2563	(S) GolG$^e^$l (sA) GalGl (B) JelJel$* (S) G$^e^$lGwl=,klkwl= (B) JelJwl= (S) G$^e^$lGwl+	2	{tr:} spread to dry /$gk: [[cuxein]]$/ | (as nn) /$gk: [[cugmos]]$/	815b	6	2010-01-21	2010-03-31	vagrant	vagrant	738a,815b					605; 1676; 701	2257; 1453				
2564	(S) Gam	3	bull /*?*/ /$gk: [[tauros]]$/	815b	6	2010-01-21	1900-01-01	vagrant		792b									species	
2565	(S) Gom	4	court, hall /*?*/ /$gk: [[aulh]]$/	817b	6	2010-01-21	1900-01-01	vagrant							742; 1249; 520; 274					
2566	(S) Gaime	3	hen, domestic fowl	818a	6	2010-01-21	2010-03-31	vagrant	vagrant	791a					2811; 2401; 1272				species	
2567	(B) Gime,Gimh	2	{intr:} take pleasure /$gk: [[apolausin exein]]$/ | (as nn m), satiety, debauch /$gk: [[kraipalh]]$/	818a	6	2010-01-21	1900-01-01	vagrant		804a					307; 282; 322; 2402; 2439; 2677; 699					
2568	(S) $^Gwwk^$,Gwk=	2	{tr:} make, form /$gk: [[kataskeuazein]]$/	818b	6	2010-01-21	2010-04-01	vagrant	vagrant											
2569	(S,A,B,F) Gamoul (S) kamoul (B) Jamoul (S) ****Gamaule,kamooule,kamhle (Sf) ****Gameule (B) ****Jamauli,Gamauli,Jameuli (S) *Gamaule,Gamoule,kamooule,kamaule (B) *Jamauli,Gamauli (F) *Gameuli	4	camel /$gk: [[kamhlos]]$/	818b	6	2010-01-21	2010-04-01	vagrant	vagrant	792b,731b					2835				species	
2570	(S) GomG$^e^$m (A) GamGme (sA,F) GamGm (B) JomJem (F) GamGhm (sA) GamGm- (S,A,sA) GmGwm= (B) JemJwm=	2	{intr:} touch, grope /$gk: [[chlafan]]$/ | {tr:}  /$gk: [[chlafan]]$/	818b	8	2010-01-21	2010-08-15	vagrant	vagrant	759a,815b					2489; 131 #drv5329; 2350					
2571	(S,sA) Gin- *^for [Gi n-]^* (F) $^Gim-^$ (S) kin- (S,A) Gn- (S,B,F) Jin-	21	(mostly f S,Sa,F, m B, verbal prefix forming nn of action), act of, manner of	819a	8	2010-01-21	2010-08-15	vagrant	vagrant	749a,804a					2979					
2572	(S) Gon (Sa) Gan (B) Jon	1	low, hollow place /$gk: [[koilas, faragj]]$/	819b	6	2010-01-21	2010-04-01	vagrant	vagrant	759a-759b					1731					
2573	(S) Gine	3	(meaning unknown, in some way related to /*epithet of*/ goat's gall)	821a	6	2010-01-21	1900-01-01	vagrant											doubtful	
2574	(B) Gno (S) Gennhut+ (B) Gnhout+	2	{intr:} be hard /$gk: [[phgnunai]]$/	821a	6	2010-01-21	2010-04-01	vagrant	vagrant	811a,811a					2455; 2624; 1842; 1647		2577; 2578			
2575	(O) Gwnm	2	{intr:} be blinded	821a	6	2010-01-21	1900-01-01	vagrant												
2576	(S) Ginmout,Gimout,Ginmot,knmout,Gmmout,GinHout,GimHout,GmHout,GemHout (B) Gimout	4	the Pleiades /$gk: [[Pleias]]$/	821a	6	2010-01-21	1900-01-01	vagrant		804a		{"1": "the Pleiades"}								
2577	(S,B) Gnon (Sf,F) Gnan (S,A,F) Ghn+ (S) Gon+ (sA) Gan+ (B) Jhn+,Gnhout+	2	{intr:} be soft, smooth, weak /$gk: [[apalunein, malassein]]$/ | {qual:}  /$gk: [[apalos, malakos]]$/	821a	6	2010-01-21	2010-04-01	vagrant	vagrant	811a-811b							2578; 2574			
2578	(B) Gnon,Gno$^n^$,Gne- (S) Jne-	2	{tr:} bend, bow (with [Jw]) head /$gk: [[upotassein]]$/	821b	6	2010-01-21	2010-04-01	vagrant	vagrant	811b,811a,753b					2371; 2635		2577; 2574			
2579	(F) Gannas$$	0	(meaning unknown, as epithet /*?*/ of 2 impplements)	822a	6	2010-01-21	1900-01-01	vagrant											doubtful	
2580	(S,A) Gons (A,sA,F) Gans (sA) Gaans (B) Jons (F) Ja$^n^$s	3	might, violence (or sim, as adj) /$gk: [[biaios]]$/ | (adverbial) |$ /$gk: [[biaiws]]$/ |$ hardly (B) /$gk: [[molis]]$/	822a	8	2010-01-21	2010-08-15	vagrant	vagrant	759b,815b,804a-804b										
2581	(S,A,F) Gwnt (S) kwnG$* (S,sA) Gwwnt (B) Jwnt (S) Gont+ (A,sA,F) Gant+ (sA) Gaant+ (B) Jont+	2	{intr:} be wroth /$gk: [[orgizein, qumousqai]]$/ | {qual:}  /$gk: [[orgizein, apeilein]]$/	822b	8	2010-01-21	2010-08-15	vagrant	vagrant	780a-780b,827a										
2582	(S) Ginoupl,Genoupl,Ginoual,Ginoubal,knibhl (sA) Ginouel (F) Geouhl	3	(kind of) ship	823b	6	2010-01-21	1900-01-01	vagrant		804a,796b										
2583	(S,B) Gop (Sa) kap (sA) Gap	4	(cutting instrument)	825a	6	2010-01-21	1900-01-01	vagrant		816b							645			
2584	(B) GnouF,GnwF	1	heavy object	824a	6	2010-01-21	1900-01-01	vagrant		812a							2427; 3187		doubtful	
2585	(S) GanaH (Sf,F) GaneH	3	maimed, crooked person /$gk: [[kullos]]$/	824a	6	2010-01-21	2010-04-01	vagrant	vagrant	792b-793a					2504; 2555; 2360				person	
2586	(S) GwnaG,GounaG,GwnG,Gounage$$,GounaGes,kaunakes,kaunakos	1	= [[kaunakhs, gaunakhs]], cloak	824a	6	2010-01-21	2010-04-01	vagrant	vagrant	827a					1355					
2587	(S) GwnG,GwG,GwnGn,G$^e^$nG-,GnGn-	2	{tr:} wring, nip off /$gk: [[apoknizein]]$/	824a	6	2010-01-21	2010-04-01	vagrant	vagrant	827a					2615; 1715					
2588	(S) GinGe,GiGe	3	(meaning uncertain, ?) scale, link (of armour)	824a	6	2010-01-21	1900-01-01	vagrant							608				doubtful	
2589	(S) GinGlw,GinGlo,GinGelw,GinGlou,Gintlw,GnGelw,GenGlw,GnGelo,kanklw,GiGlw,GwlGelw (B) JelJou,JalJou,JeJou (F) GinGilw,GerGw	4	bat /$gk: [[nukteris]]$/	824a	6	2010-01-21	1900-01-01	vagrant		738a,731b,804b									species	
2590	(S,sA) GnGn (S) GenGen,GmGm,JnJn,JinJin$*,JmJm (B) JenJen	2	{intr:} make music (with instrument or voice)	824b	6	2010-01-21	2010-04-01	vagrant	vagrant	740a,812a,796b					2280; 39; 806; 1719; 1444					
2591	(S) GinGin (B) JinJin	1	rocket (/*plant*/)	824b	6	2010-01-21	2010-04-01	vagrant	vagrant	750a									species	
2592	(S,sA,F) GinGwr (A) GnGwr (B) JinGwr	1	talent, (weight or coin) /$gk: [[talanton]]$/	824b	6	2010-01-21	1900-01-01	vagrant		750a,805a					862; 1503; 1849; 2868; 1566; 876; 2911; 839				unit	
2593	(S) GnGeH,GenGeneH	1	elephantiasis	824b	6	2010-01-21	1900-01-01	vagrant		812a										
2594	(S) Ghpe (A) khpe (B,F) Ghpi (F) Jhpi	4	cloud /$gk: [[nefelh, nefos]]$/	825b	6	2010-01-21	1900-01-01	vagrant		800a					259					
2595	(S) Gope,Gop,Gape,Gaph,Gapei	3	small vessel, (so) small quantity	825b	6	2010-01-21	2010-04-01	vagrant	vagrant	817a									container	
2596	(S) Gwpro (S,B) Jepro (B) Jefro,Jebro	4	farmstead, hamlet /*?*/	827a	6	2010-01-21	2010-04-01	vagrant	vagrant	740a-740b										
2597	(B) Gips	1	wrinkle (on skin, bark)	827a	6	2010-01-21	1900-01-01	vagrant		805b					1974; 1800; 2744 #drv244				anatomy	
2598	(S) Gouc	1	(meaning unknown, among sailor's requirements)	827a	6	2010-01-21	1900-01-01	vagrant											doubtful	
2599	(S) Gapat	4	collar-bone	827b	6	2010-01-21	1900-01-01	vagrant		793a									anatomy	
2600	(sA) *Gapet (B) *Jafat	3	fibre /*?*/ (of palm tree)	827b	6	2010-01-21	1900-01-01	vagrant		732b					2884				anatomy	
2601	(S) Gap$^e^$iJe,GapiJh,kapiJe,GapiJou (B) JapiJi,JafiJi,JapaJi	22	(a dry measure)	827b	6	2010-01-21	2010-04-01	vagrant	vagrant	732a,793a,90b									unit	
2602	(B) Gwr,Gour	1	smoke, cinder	827b	6	2010-01-21	2010-04-01	vagrant	vagrant	828b,819a					844; 2762; 847					
2603	(Sa) Gira= Gire-,Gira= Giro- (S) Giro= Giri- (Sa) gero= gerw-	2	be like, resemble /*?*/	827b	6	2010-01-21	2010-04-01	vagrant	vagrant	805b										
2604	(S) Gre	3	(meaning uncertain), cattle, sheep (or) stags	828a	6	2010-01-21	1900-01-01	vagrant											doubtful	
2605	(B) Gre,Grh	4	ladle	828a	6	2010-01-21	1900-01-01	vagrant		820b					485 #drv2668; 2406 #drv3848		2606			
2606	(S,B) Grh (A) Gri	2	{intr:} dig /$gk: [[skaptein]]$/ | {tr:}  /$gk: [[skaptein]]$/ | (nn m)	828a	6	2010-01-21	2012-03-29	vagrant	vagrant	820b-821a					265; 266; 1881; 1883; 574; 2653 #drv4098	1959	2605			
2607	(B) Grw	4	dew, fine rain	828a	6	2010-01-21	1900-01-01	vagrant		823a					745; 1831; 1146; 238 #drv1021					
2608	(S) Gwrm	2	{tr:} seize (or sim)	828b	6	2010-01-21	1900-01-01	vagrant												
2609	(S) Grim	3	(meaning doubtful), bit, fragment ?	828b	6	2010-01-21	1900-01-01	vagrant											doubtful	
2610	(S) Groompe,Gerompe (A,sA,F) Grampe (A) Graampe (B) Grompi (F) Gerampe,Jrampi (NH) Grompe *^<a href=ext codex II - The Gospel of Thomas;107;40;12;nakeraios nqe nnGrompe">Ext</a>^*"	22	dove /$gk: [[peristera]]$/	828b	6	2010-01-21	2010-12-27	vagrant	vagrant	822a									species	
2611	(B) Grwp	1	oven	829a	6	2010-01-21	1900-01-01	vagrant		823a					2493; 540; 1633; 888				tool	
2612	(S,A,sA) Grhpe (S) Grhhpe *^<a href=ext Discourse on Abbaton by Timothy;1069;10;29;aFkw Hi JwF n ouklom n eoou mn ouGrhhpe n rro;Life of Bishop Pisentius;1053;30;16;pai nta pnoute T naF n teGrhhpe ntmntero;Instructions of Apa Pachomius;1055;28;14;nte pekma n Swpe Swpe nak ntafos Sante pnoute tounosk nFT nak nteGrhhpe m peJro">Ext</a>^* (Sf,B,F) Grhpi"	4	diadem /$gk: [[diadhma]]$/ | sceptre /$gk: [[skhptron]]$/	829a	6	2010-01-21	2014-08-16	vagrant	vagrant	821a					811; 795				tool	
2613	(S) Garate	3	carob pod = [[keration]]	829a	6	2010-01-21	2010-04-01	vagrant	vagrant	793a					2446				species	
2614	(S) Gorte,korte (S,F) Garte (Sa) karte (Sf,F) GarT (B) JorT (F) GalT	4	knife, sword /$gk: [[maxaira]]$/	829b	6	2010-01-21	2010-04-01	vagrant	vagrant	817a,762b									tool	
2615	(S) $^GwrF^$ (B) Gwrp (S) GorF=,korF=	2	{tr:} nip off /$gk: [[apoknizein]]$/	829b	6	2010-01-21	2010-04-01	vagrant	vagrant	830b					200; 2065; 1538; 1580; 2587; 1715		27			
2616	(S,sA,F) GwrH (S) kwrH,GwraH (B,O) JwrH (B) eJwrH	1	night /$gk: [[nuj]]$/ | (as adj) /$gk: [[nukterinos]]$/	829b	6	2010-01-21	2010-04-01	vagrant	vagrant	51b,784b,830b					1757	64			time	
2617	(S,F) GrwH (S) krwH,GrwwH,kroH (B) GroH,JorH+ (F) JarH+	2	{intr:} be in want, needy, disminished /$gk: [[usterein]]$/ | {qual:} | {tr:} (S)	829b	8	2010-01-21	2011-01-12	vagrant	vagrant	822b-823a					67; 122					
2618	(B) GrhHi	1	rawness, raw /*fruit*/	830a	6	2010-01-21	1900-01-01	vagrant		821a					697; 950					
2619	(S) GorJ,GorJe (B) ****JerJi	1	filth /$gk: [[rupos]]$/ | (a disease B)	830a	6	2010-01-21	2010-04-01	vagrant	vagrant	741a,817b										
2620	(S) GrhGe (B) GrhJi (F) GrhGi	22	(m once), dowry /$gk: [[fernh]]$/	832a	6	2010-01-21	1900-01-01	vagrant		821a					2191; 2210					
2621	(S) GarGatane,Garathnh	4	bread-basket (or sim)	832a	6	2010-01-21	2010-04-01	vagrant	vagrant	793a					585; 1401; 2421; 2730; 406 #drv209; 2427				container	
2622	(S) Ges	3	(nn /*adj*/, meaning unknown, epithet of iron)	832a	6	2010-01-21	2010-01-21	vagrant	vagrant										doubtful	
2623	(S) Gos (Sa,F) Gas (S) kas (B) Jos (S,F) Gis- (S) Ges- (sA) ks- (B) Jes-	1	half | (after nn or numeral) /$gk: [[hmisu]]$/	832a	6	2010-01-21	2012-03-12	vagrant	vagrant	762b,741a,817b									number	
2624	(S) $^Gws^$,kes+	2	{intr:} be hard, dry	832b	6	2010-01-21	2010-04-01	vagrant	vagrant	97b,830b,785b					2455; 1647; 1842; 2574					
2625	(B) Gws	1	flatus ventris	832b	6	2010-01-21	1900-01-01	vagrant		831a					1479; 2385		2455		biology	
2626	(S) Gosm (A,sA) Gasme (sA,F) Gasm (B) Josem (F) Jasem	1	darkness, tempest /$gk: [[gnofos, ombros]]$/	832b	6	2010-01-21	2010-04-01	vagrant	vagrant	763a-763b					168; 2157; 271; 846; 633	1; 709; 239			physics	
2627	(F) Gast,Gaste	2	{intr:} dance /$gk: [[orxeisqai]]$/	832b	6	2010-01-21	1900-01-01	vagrant							2629					
2628	(S) Gost,Gast,kast,gast	1	(a measure of length, less than [nouH])	832b	6	2010-01-21	1900-01-01	vagrant		818a									unit	
2629	(S) GosG$^e^$s (B) GosJes	2	{intr:} dance /$gk: [[orxeisqai]]$/ | (as nn) /$gk: [[orxhsis]]$/	832b	6	2010-01-21	2012-03-12	vagrant	vagrant	818a					2627					
2630	(sA) Gait	2	(prob qual of [tGaeio])	832b	6	2010-01-21	1900-01-01	vagrant							390					
2631	(S,A) Gwt (B) Jwt (NH) Jwte *^<a href=ext codex II - The Gospel of Thomas;107;46;9;oun HaH mpkwte ntJwte">Ext</a> ?^*"	4	drinking trough /$gk: [[potisthrion]]$/	833a	9	2010-01-21	2011-01-07	vagrant	vagrant	785b,831a									container	
2632	(B) GiwT	3	tip of scorpion's tail, (a lunar station)	833a	6	2010-01-21	1900-01-01	vagrant		807a									anatomy	
2633	(S,sA,B,F) Gwtp (B) GwtF,GwFt (S,Sf,F) Gwpt (S) Getp-,Gwtp-,Gotp= (S,B) Gotp+ (F) Gapt+ (sA) ^Gatp-	2	{intr:} be defeated, overcome /$gk: [[qrauein, httasqai]]$/ | {tr:} defeat, overcome	833b	8	2010-01-21	2010-08-15	vagrant	vagrant	831a-831b					982	187				
2634	(S) Gitre,kitre	4	(nn f /*?*/), cedrate, (kind of lemon)	834a	6	2010-01-21	2010-04-01	vagrant	vagrant	807a,100b									species	
2635	(B) Gwts (S) Gats+	2	{tr:} bend, lower	834a	6	2010-01-21	2010-04-01	vagrant	vagrant	832a,793b					2371; 2578					
2636	(S,B) GwtH (S,B) JwtH (S) kwtH,GwHt (B) JwHt (S) GotH= (B) JotH= (S,B) GotH+ (S,B) JotH+ (A) GatH+,katH+	2	{intr:} wound, pierce /$gk: [[titrwskein]]$/ | {tr:}  /$gk: [[titrwskein]]$/	834a	8	2010-01-21	2010-08-15	vagrant	vagrant	786a-786b,832a					819; 1925; 720; 954; 1635; 2464; 1752; 2297; 1262; 320					
2637	(B) Ghou	1	coriander (plant)	835a	6	2010-01-21	1900-01-01	vagrant		799b,800a					595; 2023				species	
2638	(B) Gou	3	(ingredient in poison)	835a	6	2010-01-21	1900-01-01	vagrant		819a									food	
2639	(S) Gouhl	1	(kind of) locust /$gk: [[attakhs]]$/	835b	6	2010-01-21	1900-01-01	vagrant		819a					874; 2043				species	
2640	(S) Goulh	3	thin loaf, cake	835b	6	2010-01-21	1900-01-01	vagrant		819a					861; 1243; 2525; 2804; 2858; 1696; 835				food	
2641	(S) Ga$^o^$uon	1	(a drink)	836a	6	2010-01-21	2010-04-01	vagrant	vagrant										food	
2642	(S) Gooure,Gaure	3	slave (or sim as term of contempt)	836a	6	2010-01-21	1900-01-01	vagrant		816b					568; 905; 367; 468 #drv3001; 1965 #drv3075; 171 servant	1330; 17; 1172; 18			person	
2643	(S,A) GwouG (B) JwouJ$* (S) GoouG+ (Sf) GaouG+,GoouJ+ (A,sA) GauG+	2	{intr:} be twisted, crooked | {qual:}  /$gk: [[skolios, skoliazein, streblos]]$/ | {tr:}  /$gk: [[skoliazein]]$/	836a	6	2010-01-21	2010-04-01	vagrant	vagrant	781b,827b										
2644	(S) GwS (B) JwS,JeS- (S) GoS= (B) JoS=,JhS+	2	{intr:} pour forth | {qual:} molten, cast | {tr:}  /$gk: [[ekxeein]]$/	836b	8	2010-01-21	2010-08-15	vagrant	vagrant	787b-788a,832b,742a					1752; 377; 485; 178; 1124 gush; 936; 1290 #crum273					
2645	(Sa) *GaiSe	3	(meaning unknown, something terrifying)	837a	6	2010-01-21	1900-01-01	vagrant											doubtful	
2646	(S) GhSe,GeSe	1	goose (or) large duck	837a	6	2010-01-21	1900-01-01	vagrant		800a					1318; 1423; 1806				species	
2647	(B) GwSen	3	(herb) dill	837a	6	2010-01-21	1900-01-01	vagrant		832b					661		2018		species	
2648	(F) GouF	3	(meaning unknown, an article made or sold)	839a	6	2010-01-21	1900-01-01	vagrant											doubtful	
2649	(B) GeH	2	{qual /*?*/:} be exalted	839b	6	2010-01-21	1900-01-01	vagrant		799a					2175; 16		2490; 2489			
2650	(S) GouJ,kouJ,GwJ,GouG,kouk (B) JouJ,SouJ	1	safflower, cardamum	840b	6	2010-01-21	1900-01-01	vagrant		766b,819a					2030				species	
2651	(S) GaJe (F) GeJe	1	earring /$gk: [[enwtion]]$/	840b	6	2010-01-21	2013-04-08	vagrant	vagrant	794a-794b									tool	
2652	(B) GoJi	2	{intr:} run /$gk: [[trexein, orman]]$/	840b	8	2010-01-21	2010-08-15	vagrant	vagrant	819b-820b										
2653	(S) GwwJe (S,A,sA) GwJe (S) GwJ (B) JwJi (S,B) JeJ- (B) JaJ- (S) GoJH= (B) JoJ= (S) GooJe+ (Sf,F) GaaJe+ (B) JhJi+ (S,F) ^Ga$^a^$Je- (B) ^JaJ-	2	cut |$ {intr:} /$gk: [[koptein, latomein]]$/ |$ {tr:}  /$gk: [[diakoptein, ekkoptein]]$/	841a	8	2010-01-21	2010-08-15	vagrant	vagrant	790a-790b,790b,832b					265; 266; 1881; 1883; 2606; 574					
2654	(S) GaJmh,GaJme,Jamh	4	fist, handful /$gk: [[draj]]$/	842b	6	2010-01-21	2010-04-01	vagrant	vagrant	794b					3222; 2343; 2087; 1463; 1948; 646; 2374 #drv3814				anatomy, unit	
2655	(S,A) GaJiF (S) GaJib,kaJiF (B) JaFJiF,JapJip,JeFJiF,JebJip	22	(/*f once*/), ant /$gk: [[murmhj]]$/	842b	6	2010-01-21	2010-04-01	vagrant	vagrant	733a,794b					2387; 2373				species	
2656	(S) GwG	2	{intr:} swell	843b	6	2010-01-21	2010-04-01	vagrant	vagrant	833b,819a					1266; 1219; 2028					
2657	(S) GeGou	1	(a dark substance, ? charcoal)	843b	6	2010-01-21	1900-01-01	vagrant		799b					2368				substance	
2658	(S) GaGetol	3	(a light ship) /$gk: [[karabion]]$/	844a	6	2010-01-21	1900-01-01	vagrant		794b					2363					
2659	(S) GaGitwn,GaGitwne (B) JaJiqwl	22	coarse linen, tow /$gk: [[stippuon]]$/ | (garment thereof S)	844a	6	2010-01-21	1900-01-01	vagrant		734a,794b					746; 1931; 1937; 2534; 193; 2293; 1351; 1107; 1164; 2428; 1360; 79 #drv3360; 3358 #drv3975; 1484					
2660	(B) abswn,auson	1	wild mint	2b	9	2010-01-22	2010-10-27	vagrant	vagrant	1b									species	
2661	(B) aklh,kalh	4	weasel /$gk: [[galh]]$/	3b	9	2010-01-22	2010-10-27	vagrant	vagrant	2b,90a					780		2662; 427		species	
2662	(B) aklh,akli,alki,kalk	4	(among vessels)	3b	9	2010-01-22	2010-10-27	vagrant	vagrant	2b							2661; 427		container	
2663	(B) ali	1	fenugreek /*trigonella*/	4b	9	2010-01-22	2010-10-27	vagrant	vagrant	3a					2485; 1584				species	
2664	(B) alkou	4	flask /$gk: [[flaskion]]$/	5b	9	2010-01-23	2010-10-27	vagrant	vagrant	3a					2719		643; 2154; 427		container	
2665	(B) allwki,allwkh,alloki	1	(a plant)	6a	9	2010-01-23	2010-10-27	vagrant	vagrant	3b									species	
2666	(B) *alaswT	3	army	6a	9	2010-01-23	2010-10-27	vagrant	vagrant											
2667	(B) aliJi	1	fuller's earth	6b	9	2010-01-23	2010-10-27	vagrant	vagrant	3a					1022				substance	
2668	(B) *alJai	3	(large fish) /$gk: [[khtos]]$/	6b	9	2010-01-23	2010-10-27	vagrant	vagrant	4a									species	
