key	word	type	en	crum	quality	added	updated	created_by	updated_by	dawoud-pages	notes	senses	override-type	crum-last-page	sisters	antonyms	homonyms	greek-sisters	categories	TODO
2669	(B) amin	1	pot (of soapstone)	7b	9	2010-01-23	2010-10-27	vagrant	vagrant	5a					3169; 948; 2022; 2225; 2558				container	
2670	(B) amna	1	(among herbs & perfumes)	7b	9	2010-01-23	2010-10-27	vagrant	vagrant	5a									species, unit	
2671	(B) amoni	2	{intr:} (mostly = S,A [amaHte], F [ameHi]), prevail, be in possession, be strong /$gk: [[katexein]]$/ | {tr:} seize, possess, detain /$gk: [[lambanein]]$/	8a	9	2010-01-23	2010-10-27	vagrant	vagrant	5a-6a					11; 902; 2264; 933					
2672	(S,B) an-	1	(lit) great-one	10b	6	2010-01-23	2010-01-23	vagrant	vagrant	7a										
2673	(S,B) an- (S,B) *anan-	0	(prefix in collective numerals)	10b	6	2010-01-23	1900-01-01	vagrant		7a										
2674	(S,B) an (A,F) en	17	(neg particle, following subj & predic, the clause mostly beginning with [n-]) |$ (in nominal clauses) |$ (verbal clauses) |$ (relative clauses) |$ (addition to neg pref) |$ (prepos clauses)	10b	6	2010-01-23	2010-10-27	vagrant	vagrant	6b-7a										
2675	(B) anqous	1	(a species of) lizard /$gk: [[kalabwths]]$/	11b	6	2010-01-23	1900-01-01	vagrant		7b,651a					2771; 1795; 2337; 1590; 2138				species	
2676	(B) ankoki,ankouki,enkoki	1	third (/*ring*/) finger	12a	6	2010-01-23	1900-01-01	vagrant		7b,37b					299; 723; 1408				anatomy	
2677	(B) anoni	2	{intr:} live luxuriously, wantonly	12a	6	2010-01-23	1900-01-01	vagrant		7b					282; 322; 2402; 2439; 2567; 699					
2678	(B) annoSer	1	wild endive, chicory	12a	6	2010-01-23	1900-01-01	vagrant		7b									species	
2679	(B) antoli	1	(a fish-eating) bird	12a	6	2010-01-23	1900-01-01	vagrant		8a									species	
2680	(B) antwri	1	one of mature age /$gk: [[ghraleos]]$/	12a	6	2010-01-23	2010-01-23	vagrant	vagrant	8a									person	
2681	(S) antaS (B) anqaS	1	sneeze /$gk: [[ptarmos]]$/	12b	6	2010-01-23	1900-01-01	vagrant		7b,8a										
2682	(B) anSiri,anGiri	1	(species of) bean, phaseolus	12b	6	2010-01-23	1900-01-01	vagrant		8a					1732; 1776				species	
2683	(B) apous	1	bald (from ring-worm)	14b	6	2010-01-23	1900-01-01	vagrant		9a					2872; 2554; 1739; 1464; 2999				person	
2684	(B) ara	1	door-ring	14b	6	2010-01-23	1900-01-01	vagrant		9b					669; 477 #drv3369; 1828 #drv2832; 1823 #drv2825; 2152; 870; 1007; 1327			C9559	tool	
2685	(F) arws	4	(obscure word)	15b	6	2010-01-23	1900-01-01	vagrant											doubtful	
2686	(B) arSht,erSht	0	 /$gk: [[epikeisqai]]$/	16b	6	2010-01-23	1900-01-01	vagrant		11b										
2687	(B) *asouli	3	butterflies	18a	6	2010-01-23	1900-01-01	vagrant		12b									species	
2688	(B) asoui	4	purse, wallet /$gk: [[balantion]]$/	18b	6	2010-01-23	1900-01-01	vagrant		12b					1596; 2400; 1646 purse; 157 #drv869				container	
2689	(B) asfoui	3	first year (of reign)	18b	6	2010-01-23	1900-01-01	vagrant		12b					1328				time	
2690	(B) asaF	3	(a plant explained as) bark, rind of caper-root	18b	6	2010-01-23	1900-01-01	vagrant		11b									species	
2691	(B) asoFper	3	(a plant explained as) bitter nut	18b	6	2010-01-23	1900-01-01	vagrant		12b									species	
2692	(S,A,B,F) at- (B) aq-	9	(privative prefix forming adj, often = Gk [[a-, an-]])	18b	6	2010-01-23	2010-04-17	vagrant	vagrant	12b-13a										
2693	(B) *aulhou	3	(part of monk's dress)	20b	6	2010-01-23	1900-01-01	vagrant										C8538		
2694	(A) auGe	7	(adv as adj), all together	21b	6	2010-01-23	1900-01-01	vagrant												
2695	(B) afwf (S) *afofi,afoni	3	giant /$gk: [[gigas]]$/	21b	6	2010-01-23	1900-01-01	vagrant		14b		{"1": "giant", "2": "Apep (Apophis)"}			2556				person	
2696	(B) aSeben	1	enchanter	23a	6	2010-01-23	1900-01-01	vagrant		15a					2135; 581 #drv190; 386 #drv1491; 2206 #drv3481; 285 #drv812; 260 #drv959; 1917 #drv2971; 2699				person	
2697	(B) aSira	4	chameleon /$gk: [[xamailewn]]$/	23a	6	2010-01-23	2010-01-23	vagrant	vagrant	15b					2771				species	
2699	(B) *aSeu	3	astrologers /$gk: [[astrologoi]]$/	23a	6	2010-01-23	1900-01-01	vagrant		15a					2135; 2696				person	
2700	(B) aFJir	1	greedy of shameful gain /$gk: [[aisxrokerdhs]]$/	23b	6	2010-01-23	2010-01-23	vagrant	vagrant	15b										
2701	(A) aQtn-	9	against, (in opposition to)	23b	6	2010-01-23	1900-01-01	vagrant												
2702	(B) aKwri,aKwiri,aKori	1	asp	23b	6	2010-01-23	1900-01-01	vagrant		16a					312; 2706; 2086; 1488				species	
2703	(Sa,A) aH-,aS- (NH) a- *^<a href=ext codex II - The Gospel of Philip;108;57;4;petaouwm an ntasarj auw nFsw mpasnoF mntaF wnH Hrai nHhtF;codex II - The Gospel of Philip;108;86;7;petaJi pouoein etmmau senanau an eroF;codex II - The Gospel of Thomas;107;51;9;petaHe eroF ouaaF pkosmos mpSa mmoF an;codex II - The Hypostasis of the Archons;109;90;31;foF petarapata mmoei aeiouwm;codex IX - The Testimony of Truth;142;49;3;petaGwSt eratF mepiHoF nHomet mnlaau nateko mmoF auw petarpisteue epiHoF nHomet  FnaouJai">Ext</a>^*"	17	(/*not sA*/, qual of [ouwH] as verbal particle in rel perf clause, in both numbers & persons) |$ (sometimes [et-] omitted)	24a	6	2010-01-23	2012-03-14	vagrant	vagrant											
2704	(F) aHa,aH,Ha	16	and, (not in literary texts)	24a	6	2010-01-23	1900-01-01	vagrant							536; 920					
2705	(B) aHo *^? l [ouaHo]^*	3	dwelling, abode	24b	6	2010-01-23	1900-01-01	vagrant		16b,243b										
2706	(B) aJw,aJo,aJou,eJw,eJou	4	viper /$gk: [[exinos, exidna]]$/	25b	6	2010-01-23	1900-01-01	vagrant		17a					312; 2086; 1488; 2702		2360		species	
2707	(B) aGni	22	blemish, stain /$gk: [[mwros, rupos, spilos]]$/	26b	8	2010-01-24	2010-06-02	vagrant	vagrant	17b					221; 448					
2708	(S,B) ba-	0	(in names of) metals	28a	6	2010-01-24	1900-01-01	vagrant												
2709	(S) boubou	2	{intr:} shine, glitter |$ (of [[spinqhr]]) |$ (of [[aktis]]) |$ (of person) |$ (of face) | (nn) |$ |$ (of sun) |$ (of stars)	29a	6	2010-01-24	2014-09-27	vagrant	vagrant	25a					1656; 239; 1505; 709; 1041					
2710	(S) bhk	4	(as boundary of land)	29a	6	2010-01-24	1900-01-01	vagrant												
2711	(S) bhk$$	1	(in list of utensils, tools &c)	29a	6	2010-01-24	1900-01-01	vagrant		22b									tool	
2712	(B) baki	4	city, town /$gk: [[polis]]$/	30b	6	2010-01-24	2010-01-24	vagrant	vagrant	18b										
2713	(B) boki	2	{intr:} |$ conceive /$gk: [[en gastri exein]]$/ |$ conceive by | {tr:} conceive (a child)	31a	6	2010-01-24	2010-01-24	vagrant	vagrant	23b					362; 2067; 330 #drv2552					
2714	(B) biki	3	(among horse furniture)	31a	6	2010-01-24	1900-01-01	vagrant		23a										
2715	(S) bwke (S,B) ^bak-	2	{tr:} tan	31a	6	2010-01-24	1900-01-01	vagrant		18b										
2716	(B) bihxi,buhxi,bxhi,bukki	3	(a plant or fruit)	31a	6	2010-01-24	1900-01-01	vagrant		25b									species	
2717	(B) bla	3	(among musical instruments)	37a	6	2010-01-24	1900-01-01	vagrant		23b									tool	
2718	(B) belqwn	3	lion	37b	6	2010-01-24	1900-01-01	vagrant		20a					81; 944				species	
2719	(B) balkou	4	bottle (for water)	38a	6	2010-01-24	1900-01-01	vagrant		19a					2664		643; 2154		container	
2720	(S) bnne,bhnne (B) bhni,beni (F) bhni	1	swallow /$gk: [[xelidwn]]$/	40a	6	2010-01-24	2010-01-24	vagrant	vagrant	20b,22b									species	
2721	(S) bhne,bine	4	(a part of a cart)	40a	6	2010-01-24	1900-01-01	vagrant												
2722	(B) bini	4	crucible	40a	6	2010-01-24	1900-01-01	vagrant		23a									container	
2723	(S) boine (B) ouwini	3	harp /$gk: [[nabla, kiqara]]$/	40a	6	2010-01-24	2010-01-24	vagrant	vagrant	267a									tool	
2724	(S) banh	3	(bird named in magical texts with hawk & pelican)	40a	6	2010-01-24	1900-01-01	vagrant											species	
2725	(B) binaJ (F) pineG	1	dish /$gk: [[pinaj]]$/	41b	6	2010-01-24	1900-01-01	vagrant		23a									container	
2726	(B) benJi	4	elephant's trunk	41b	6	2010-01-24	1900-01-01	vagrant		21a									anatomy	
2727	(S) bwre (B) Fori,fori	1	(a fish), mugil cephalus	42a	6	2010-01-24	1900-01-01	vagrant		621b									species	
2728	(F) barneH	3	linseed ? (/*[bra + neH]*/)	43a	6	2010-01-24	2010-01-24	vagrant	vagrant						2784; 1156; 998				species	
2729	(B) bersi	1	orach	43b	6	2010-01-24	1900-01-01	vagrant		21b									species	
2730	(B) bersiT	1	basket (holding bread)	43b	6	2010-01-24	1900-01-01	vagrant		21b					585; 1401; 2421; 2621; 406 #drv209; 2427				container	
2731	(B) barhit (F) barit	1	he-goat /$gk: [[tragos]]$/	43b	6	2010-01-24	1900-01-01	vagrant		19b					580; 2510; 1240; 1044; 1462; 2759; 714				species	
2732	(B) berSo	1	(meaning uncertain)	44a	6	2010-01-25	1900-01-01	vagrant		22a									doubtful	
2733	(B) basour	1	antimony	44b	6	2010-01-25	1900-01-01	vagrant		19b					1501; 353				substance	
2734	(B) betbet	4	(among vegetables)	46a	6	2010-01-25	1900-01-01	vagrant		22a									species	
2735	(O) boioiq	3	(meaning unknown)	46a	6	2010-01-25	1900-01-01	vagrant											doubtful	
2736	(B) boiSi	4	(a desert animal)	47a	6	2010-01-25	1900-01-01	vagrant		23b									species	
2737	(B) bwwH,boH	3	(an idol at Alexandria destroyed by Michael on 12th Hathor)	47b	6	2010-01-25	1900-01-01	vagrant												
2738	(B) beHi	1	file	47b	6	2010-01-25	1900-01-01	vagrant		22b					2992				tool	
2739	(B) boHi	1	dyke, trench	47b	6	2010-01-25	1900-01-01	vagrant		25b					1606; 1726		84			
2740	(B) beHbeH	1	howling, barking	48a	6	2010-01-25	1900-01-01	vagrant		22b					2201; 1768; 1722; 1019; 2874					
2741	(B) bwHn,ouwHn (S) beHn-,baHn+ (A) baHne+	2	{tr:} cover (with roof, awning) /$gk: [[stegazein]]$/	48a	6	2010-01-25	1900-01-01	vagrant		28b,283a					79					
2742	(S,A) baHse (B) baHsi (F) beHsi	4	heifer /$gk: [[damalis]]$/	48a	6	2010-01-25	1900-01-01	vagrant		20a					607; 682; 880; 1548; 1278; 26 #drv895; 712; 2303; 693				species	
2743	(B) biJ	1	bones (used as a dice, among utensils of gamester, gambler)	48b	6	2010-01-25	1900-01-01	vagrant		23a										
2744	(B) biJi	2	{intr:} be wrecked, (of ship)	48b	6	2010-01-25	2010-01-25	vagrant	vagrant	23a-23b					1800; 1974; 2597; 1769					
2745	(B) beGhn,beJhn	3	a rush /$gk: [[boutomos]]$/	48b	6	2010-01-25	1900-01-01	vagrant		22b					1625				species	
2746	(S) koiaHk,kiaHk,xoiaHk,xiaHk,xoiak,xoiax,xaiak,xoiakF (A) kaiak (B) xoiak (F) kiax,xiak	3	(name of 4th month) /$gk: [[Xoiak]]$/	133b	6	2010-01-25	1900-01-01	vagrant		515a									time	
2747	(B) elbiJi	1	(among implements of irrigation)	54b	6	2010-01-25	1900-01-01	vagrant		35a										
2748	(O) emim	1	shrew mouse	55b	6	2010-01-25	1900-01-01	vagrant							1265; 630				species	
2749	(F) emeShie,emeShi	16	except	56a	6	2010-01-25	1900-01-01	vagrant												
2750	(B) erbin	1	papyrus	58a	6	2010-01-25	1900-01-01	vagrant		40a					1625; 2474				species	
2751	(S) erbins	3	(among vegetables)	58a	6	2010-01-26	1900-01-01	vagrant											species	
2752	(B) erbws	1	rope (of single ply)	58a	6	2010-01-26	1900-01-01	vagrant		40b					1220; 1319; 2861; 1872; 1317; 1902					
2753	(B) erbisi	1	hemp	58a	6	2010-01-26	1900-01-01	vagrant		40a									species	
2754	(B) erbit	1	camel's saddle (or) pack	58a	6	2010-01-26	1900-01-01	vagrant		40a					2139; 2232; 2263; 2140					
2755	(S) ert	3	(twice in list of farm produce)	58a	6	2010-01-26	1900-01-01	vagrant												
2756	(B) erSiS	1	chick-pea	59b	6	2010-01-26	1900-01-01	vagrant		42b					2513				species	
2757	(B) erSiSi	2	{tr & intr:} have power, authority | {noun male:} power, authority /$gk: [[ejousia]]$/	59b	6	2010-01-26	2010-01-26	vagrant	vagrant	42b										
2758	(B) erJ (S) hrJ	22	small bird, chicken /$gk: [[orniqion]]$/	59b	6	2010-01-26	2010-01-26	vagrant	vagrant	43a					51; 1272				species	
2759	(S) esoou (Sa,A,sA,F) esau (B) eswou (S) ****esw	1	sheep /$gk: [[probaton]]$/	61a	6	2010-01-26	2010-01-26	vagrant	vagrant	44a					714; 1240; 1044; 1462; 1472; 2510; 2731; 580				species	
2760	(S,A,B,F) et- (B) eq-	0	(/*before liquids & half-vowels*/, also [ete-]) | (rel pref)	61a	6	2010-01-26	2010-09-02	vagrant	vagrant	33a,44a										
2761	(B) eat (F) aet	1	end, forthest part /$gk: [[akros, peras]]$/ | opposite side	61a	6	2010-01-26	1900-01-01	vagrant											direction	
2762	(A) etniQ	1	ashes /$gk: [[spodos]]$/	61b	6	2010-01-26	1900-01-01	vagrant							847; 2602					
2763	(B) ethSi	4	rust (/*blight*/), mildew /$gk: [[erusibh]]$/	61b	6	2010-01-26	1900-01-01	vagrant		45a					2072; 1287; 2415; 810		2764		biology	
2764	(B) ethSi,eteSi	1	crane	61b	6	2010-01-26	1900-01-01	vagrant		45a					655; 2123		2763		species	
2765	(B) euni	4	nether millstone /$gk: [[epimulion]]$/, (hence) mill /$gk: [[mulos]]$/	62b	6	2010-01-26	1900-01-01	vagrant		45b				63a						
2766	(B) eflhou,flhou	3	vanity, emptiness | (adj), vain, empty /$gk: [[mataios]]$/ | (advb), vainly, in vain /$gk: [[eis mathn]]$/	63a	6	2010-01-26	2010-01-26	vagrant	vagrant	45b-46a					649; 178 #drv3151	2317; 292; 728				
2767	(B) efwt,afwt	3	(a kind of) crocodile /*?*/	63a	6	2010-01-26	1900-01-01	vagrant		46a					1111; 1995				species	
2768	(B) eSo,So (F) Sa	1	bran /$gk: [[pituron]]$/	63a	6	2010-01-26	1900-01-01	vagrant		46a,581b					1857				anatomy	
2769	(B) eFrasou	1	(a plant), abrotonum, artemisia	64a	6	2010-01-26	1900-01-01	vagrant		46b									species	
2770	(B) zaz	3	asphodel	65b	6	2010-01-26	1900-01-01	vagrant											species	
2771	(B) zenzen	1	lizard, chameleon	65b	6	2010-01-26	1900-01-01	vagrant		52b					1795; 2337; 1590; 2138; 2675; 2697				species	
2772	(O) hi	18	(interjection)	66b	6	2010-01-26	1900-01-01	vagrant												
2773	(B) qwbS,qwSp	2	{intr:} be astonished, stare with astonishment	68a	6	2010-01-26	2010-01-26	vagrant	vagrant	65a-65b,72b					237; 2785; 1817; 1601; 530					
2774	(B) qwk,qok	1	mast (of ship)	68b	6	2010-01-26	1900-01-01	vagrant		62a,65b					727 #drv2214; 2077; 1984; 2096		3106; 241			
2775	(B) qaliHi	1	(a fruit-tree)	68b	6	2010-01-26	1900-01-01	vagrant		55b									species	
2776	(B) qoume	3	(zodiacal sign) Virgo	68b	6	2010-01-26	1900-01-01	vagrant		63a										
2777	(B) *qmis (F) *qemis	3	dust /$gk: [[xnous]]$/	68b	6	2010-01-26	1900-01-01	vagrant		60b					1288; 455; 1337; 847; 172; 2213; 212				earth	
2778	(S,A,B,F) qhn	1	sulphur /$gk: [[qeion, nafqa]]$/	69a	6	2010-01-26	2010-04-02	vagrant	vagrant	59a									substance	
2779	(B) qhni,qeni	2	{intr:} sprout, grow /$gk: [[blastanein]]$/	69a	6	2010-01-26	1900-01-01	vagrant		59a					330; 1775; 399; 239					
2780	(B) qanno	2	{tr:} accomplish, perform	69a	6	2010-01-26	1900-01-01	vagrant		56a										
2781	(B) qrim	1	quicksilver	69a	6	2010-01-26	1900-01-01	vagrant		65a					1627				substance	
2782	(B) qarmi	4	leathern shield, cuirass	69a	6	2010-01-26	1900-01-01	vagrant		56a					1384; 2399; 2151; 608					
2783	(B) qran	1	tin /$gk: [[kassiteros]]$/	69a	6	2010-01-26	2010-01-26	vagrant	vagrant	64b					353				substance	
2784	(B) qerS,qhrS	1	linseed	69a	6	2010-01-26	1900-01-01	vagrant		58a					2728; 1156; 998				species	
2785	(B) qwrS	2	{intr:} stare in astonishment /*?*/	69a	6	2010-01-26	1900-01-01	vagrant		69a					237; 2773; 1817; 1601; 530					
2786	(B) qouraJi	1	= [[qwrakion]]	69a	6	2010-01-26	1900-01-01	vagrant		63b										
2787	(B) qous	1	point (of beard)	69b	6	2010-01-26	1900-01-01	vagrant		63b					904					
2788	(B) qouqou	2	{intr:} to have the (skin disease) lentigo	69b	6	2010-01-26	1900-01-01	vagrant		61b,63a					497 #drv71					
2789	(B) qouelo,toulo	2	(vb caus), overflow, submerge /$gk: [[katakluzein]]$/	69b	6	2010-01-26	1900-01-01	vagrant		62b,466a					2398; 1777; 1813					
2790	(B) qiFi	1	swelling, tumour	69b	6	2010-01-26	1900-01-01	vagrant		59b					1790; 2834; 1157				anatomy	
2791	(B) qoFteF	2	{tr:} let fall (drop by drop /*rain*/)	69b	6	2010-01-26	1900-01-01	vagrant		64a										
2792	(B) qoH	2	{intr:} become bad	69b	6	2010-01-26	1900-01-01	vagrant		64b					1680; 919; 581	109; 728; 292				
2793	(S) eia,ia (A) eiaeie,iaie (B) ia (F) ieei	1	valley, ravine /$gk: [[faragj, koilh, sphlaion]]$/	73a	6	2010-01-26	2010-01-26	vagrant	vagrant	77b					2081; 1144				earth	
2794	(S) eiw	3	(name of small animal)	76a	6	2010-01-27	1900-01-01	vagrant		34b									species	
2795	(S) eiebt,eeibt,eibt,eihbt,ihFt,eebt,eeibte,eiebte,eeFte,heihbeith$ (A) eibt (sA) eibte (B) eiebt,iebt (F) ihFt,aihbt	1	(rarely without art except as adj), the east	76b	6	2010-01-27	2010-01-27	vagrant	vagrant	34a,80b					279; 1336; 2289	659			direction	
2796	(S) eial,ial,ihl (A) eiel (B) ial	4	mirror, (reflecting water) /$gk: [[esoptron]]$/	76b	6	2010-01-27	1900-01-01	vagrant		78a					709					
2797	(S) eiabe,eiaabe,iaabe,iaibe (B) iabi (F) iebi	4	matter (from sores, wounds), pus /$gk: [[ixwr]]$/ | sickness, malady /$gk: [[malakia]]$/	76b	6	2010-01-27	1900-01-01	vagrant		78a					140; 1024				anatomy	
2798	(B) ioHi	3	(often wrongly for [oHi]) fold /$gk: [[agelh, mandra, poimnion]]$/	90b	6	2010-01-29	1900-01-01	vagrant		84a,238a					1249; 907; 1572; 1962 sheepfold; 1819 #drv2818; 755; 2799					
2799	(B) ioHi	3	(for [Hoi] S) water-wheel	90b	6	2010-01-29	1900-01-01	vagrant		84a					2113; 1907; 1249; 755; 2798					
2800	(S) ko	4	(meaning unknown or ? =) [koie]	92b	6	2010-01-30	2010-01-30	vagrant	vagrant										doubtful	
2801	(B) kwi	1	elbow	98b	6	2010-01-30	1900-01-01	vagrant		109a									anatomy	
2802	(B) *kabai	3	(cages, baskets /*?*/ of) wickerwork	99a	6	2010-01-30	1900-01-01	vagrant		89a										
2803	(B) khbi, kabi	4	jar, pitcher	99b	6	2010-01-30	1900-01-01	vagrant		98b					792; 2837; 1460; 2544; 1097; 948; 1049; 2022; 3266				container	
2804	(B) khbi, kebi	1	honey cake	99b	6	2010-01-30	1900-01-01	vagrant		98b					634; 2393; 1189; 1058; 861; 1243; 2525; 2640; 2858; 1696; 835					
2805	(S) kwbH,koobH (B) kobH	3	sinew, cord /$gk: [[neuron]]$/	100a	6	2010-01-30	2010-01-30	vagrant	vagrant	102a,109a					288		2893		anatomy	
2806	(S) kouk	4	(a bird /*?*/)	100b	6	2010-01-30	1900-01-01	vagrant		105a									species	
2807	(S) kouk,GouG	3	(as epithet of [Sk nbnne])	100b	6	2010-01-30	1900-01-01	vagrant												
2808	(O) *abin	3	(meaning unknown)	2b	6	2010-01-30	1900-01-01	vagrant											doubtful	
2809	(B) amre	4	(meaning doubtful)	9a	9	2010-01-30	2010-10-27	vagrant	vagrant	6b									doubtful	
2810	(S) anak	1	(meaning unknown)	11b	6	2010-01-30	1900-01-01	vagrant											doubtful	
2811	(B) anapai	4	hen	12a	6	2010-01-30	1900-01-01	vagrant		7a					2566; 2401; 1272				species	
2812	(F) apalaF	3	(meaning unknown)	14a	6	2010-01-30	1900-01-01	vagrant											doubtful	
2813	(B) aiou	1	(meaning unknown, with [er] prob) go, travel (or sim)	19b	6	2010-01-30	1900-01-01	vagrant											doubtful	
2814	(F) aSb	2	{intr:} (c [esa-], meaning unknown)	23a	6	2010-01-30	1900-01-01	vagrant											doubtful	
2815	(S) aHatwtF	4	(meaning unknown)	25b	6	2010-01-30	1900-01-01	vagrant											doubtful	
2816	(S) bwne	3	(meaning unknown)	40a	6	2010-01-30	1900-01-01	vagrant											doubtful	
2817	(S) boure	2	{intr:} 	42a	6	2010-01-30	1900-01-01	vagrant												
2818	(F) barmesi	3	(meaning unknown)	43a	6	2010-01-30	1900-01-01	vagrant											doubtful	
2819	(B) barSin	3	? caulker, caulker's material, (or) act of caulking	44a	6	2010-01-30	1900-01-01	vagrant		19b										
2820	(B) baSi	1	(meaning unknown)	47a	6	2010-01-30	1900-01-01	vagrant		19b									doubtful	
2821	(S) ebleue	3		53a	6	2010-01-30	1900-01-01	vagrant												
2822	(A) ebau	4	(meaning unknown)	54a	6	2010-01-30	1900-01-01	vagrant											doubtful	
2823	(B) elkemh	3	(meaning unknown)	54b	6	2010-01-30	1900-01-01	vagrant											doubtful	
2824	(O) eouw$$	3	(nn?)	62b	6	2010-01-30	1900-01-01	vagrant												
2825	(A) eHo	17	(a particle with neg vb)	65a	6	2010-01-30	1900-01-01	vagrant												
2826	(S) ht	1	(meaning unknown)	67b	6	2010-01-30	1900-01-01	vagrant											doubtful	
2827	(O) *hou	3	(meaning uncertain)	67b	6	2010-01-30	1900-01-01	vagrant											doubtful	
2828	(B) qwbi	3	(nn?, meaning unknown)	68a	6	2010-01-30	1900-01-01	vagrant											doubtful	
2829	(B) qaF=	2	{tr:} (meaning unknown)	69b	6	2010-01-30	1900-01-01	vagrant											doubtful	
2830	(B) kakoi,kakwi	1	mucus of nose	101b	6	2010-01-30	1900-01-01	vagrant		89b					1716; 1844				anatomy, substance	
2831	(B) kel,khl	1	(a fish)	102a	6	2010-01-30	1900-01-01	vagrant		95b									species	
2832	kel	3	(unidentified animal)	102a	6	2010-01-30	1900-01-01	vagrant		95b									species	
2833	(B) kelou	2	{tr:} (meaning uncertain)	102b	6	2010-01-30	1900-01-01	vagrant		96a									doubtful	
2834	(B) *kelka	1	lump, pustule	102b	6	2010-01-30	1900-01-01	vagrant		96a				103a	787; 1790; 2790; 1157				anatomy	
2835	(B) kalouki	1	young camel (or) ox	103a	6	2010-01-30	1900-01-01	vagrant		90a					2569; 607		1795		species	
2836	(B) kolkel	3	(meaning unknown)	103a	6	2010-01-30	1900-01-01	vagrant		102b									doubtful	
2837	(B) xlol	1	(/*prob same as [kelwl]), pitcher, jar(*/)	104a	6	2010-01-31	2010-01-31	vagrant	vagrant	514b					792; 1460; 2544; 1097; 2803; 948; 1049; 2022; 3266				container	
2838	(B) *kelwl	3	(/*or [akelwl] ?*/) curling hair	104a	6	2010-01-31	1900-01-01	vagrant		96a							792		anatomy	
2839	(B) klwili	4	caul, secundina	104a	6	2010-01-31	1900-01-01	vagrant		101b									anatomy	
2840	(B) *kelloJ	3	puppy, whelp | buffalo	104b	6	2010-01-31	1900-01-01	vagrant		96a					2843; 695				species	
2841	(F) kwlem (B) xwlem (A,sA) klam,Glam (B) xolem+	2	{intr:} hasten /$gk: [[taxunein, speudein, spoudazein]]$/	104b	6	2010-01-31	2010-01-31	vagrant	vagrant	520a					743; 2176; 194; 1992; 161		794			
2842	(B) kalamfo (B) *kalamfwou	4	hill, (often paral [twou]) /$gk: [[bounos, oros]]$/	105a	6	2010-01-31	1900-01-01	vagrant		90a					183; 1583; 1383; 2230; 1921; 2496 #drv3947				earth	
2843	(S) kalwpou,kalopou,Galopou (F) Galap	22	small dog, lapdog /*?*/	105b	6	2010-01-31	1900-01-01	vagrant		90a,792b					695; 1768; 2840				species	
2844	(B) ^kalt-	2	(p c /*?*/), be hairless (on front of head)	106a	6	2010-01-31	1900-01-01	vagrant		90a					1371; 2872					
2845	(B) koltaK	1	colocasia, (water plant)	106a	6	2010-01-31	1900-01-01	vagrant		102b									species	
2846	(B) kelfaJ	3	truffle	106a	6	2010-01-31	1900-01-01	vagrant		96a									species	
2847	(S) kelSwt,ketSwl	3	(a plant /*?*/)	106a	6	2010-01-31	1900-01-01	vagrant		96a,97b									species	
2848	(B) *kelFi	3	eyelid	106a	6	2010-01-31	1900-01-01	vagrant		96a					1455; 1221; 619; 1431; 1463				anatomy	
2849	(S,F) kalaHh	4	womb, (prob [kala + Hh] /*belly*/) /$gk: [[gasthr, koilia]]$/	107a	6	2010-01-31	1900-01-01	vagrant		90a					2103; 1233; 2020; 303				anatomy	
2850	(B) koulHot,kolHot,kolHt	1	(a fish), clarias anguillaris	107a	6	2010-01-31	1900-01-01	vagrant		105b									species	
2851	(B) kliJi	1	(part of a bird)	108a	6	2010-01-31	1900-01-01	vagrant		101a					475				anatomy	
2852	(B) *koulaJi	3	(a fish) /$gk: [[abramis]]$/	108a	6	2010-01-31	1900-01-01	vagrant		105a									species	
2853	(S) kwm	1	(part of a farm cart, exact meaning uncertain)	109a	6	2010-01-31	1900-01-01	vagrant											doubtful	
2854	(B) kampi	4	(among birds)	110b	6	2010-01-31	1900-01-01	vagrant		90b									species	
2855	(B) khn	2	{intr:} |$ cease, fail /$gk: [[pauein, kopazein, ekleipein, telein]]$/ |$ suffice, be enough /$gk: [[ikanoun, arkein]]$/ | {tr:} finish	111a	8	2010-01-31	2010-06-03	vagrant	vagrant	98b-99a					1026; 328; 925; 441					
