key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
5354	39	5349	^^ nsa-	0	against	against		755a	7	2010-05-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/5354.html	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	-		against	against	against	against	against	against	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755a	755	a	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	2
5355	39	5349	(B) ^^ oube-	0				755a	8	2010-05-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/5355.html	(B) ― ⲟⲩⲃⲉ-	(B) ― ⲟⲩⲃⲉ-	(B) ― ⲟⲩⲃⲉ-	(B) ― ⲟⲩⲃⲉ-	(B) ― ⲟⲩⲃⲉ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755a	755	a											― ⲟⲩⲃⲉ-	― ⲟⲩⲃⲉ-									2
5356	39	5349	^^ Ha-,^^ Ka-	0				755a	9	2010-05-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/5356.html	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755a	755	a	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-	2
5357	39	5349	^^ eKoun Ken-,^^ eHoun Hen-	0				755a	10	2010-05-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/5357.html	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755a	755	a	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-, ― ⲉϩⲟⲩⲛ ϩⲉⲛ-	― ⲉϧⲟⲩⲛ ϧⲉⲛ-	2
3790	39	3789	(S) atJw	0	innefable	innefable		755b	11	2010-03-28	1900-01-01	vagrant		https://pishoyg.github.io/crum/3790.html	(S) ⲁⲧϫⲱ	(S) ⲁⲧϫⲱ	(S) ⲁⲧϫⲱ	(S) ⲁⲧϫⲱ	(S) ⲁⲧϫⲱ	-		innefable	innefable	innefable	innefable	innefable	innefable	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755b	755	b	ⲁⲧϫⲱ	ⲁⲧϫⲱ																			1
3791	39	3789	(S,B) reFJe- (S) reFJi-	0	sayer, speaker	sayer, speaker		755b	12	2010-03-28	1900-01-01	vagrant		https://pishoyg.github.io/crum/3791.html	"(S, B) ⲣⲉϥϫⲉ-
(S) ⲣⲉϥϫⲓ-"	"(S, B) ⲣⲉϥϫⲉ-
(S) ⲣⲉϥϫⲓ-"	"(S, B) ⲣⲉϥϫⲉ-
(S) ⲣⲉϥϫⲓ-"	"(S, B) ⲣⲉϥϫⲉ-
(S) ⲣⲉϥϫⲓ-"	"(S, B) ⲣⲉϥϫⲉ-
(S) ⲣⲉϥϫⲓ-"	-		sayer, speaker	sayer, speaker	sayer, speaker	sayer, speaker	sayer, speaker	sayer, speaker	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755b	755	b	"ⲣⲉϥϫⲉ-
ⲣⲉϥϫⲓ-"	ⲣⲉϥϫⲉ-									ⲣⲉϥϫⲉ-	ⲣⲉϥϫⲉ-									1
3792	39	3789	GinJoos,JinJos	0	saying, speech	saying, speech		755b	13	2010-03-28	1900-01-01	vagrant		https://pishoyg.github.io/crum/3792.html	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	-		saying, speech	saying, speech	saying, speech	saying, speech	saying, speech	saying, speech	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755b	755	b	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ	ϭⲓⲛϫⲟⲟⲥ, ϫⲓⲛϫⲟⲥ	ϭⲓⲛϫⲟⲟⲥ	1
3793	39	3789	(S,sA) Jero- (sA) Jera- (B) jere-,Jeere-	0	mean (/*from [Je ero=]*/)	mean (/*from [Je ero=]*/)		755b	14	2010-03-28	1900-01-01	vagrant		https://pishoyg.github.io/crum/3793.html	"(S, sA) ϫⲉⲣⲟ-
(sA) ϫⲉⲣⲁ-
(B) ⲝⲉⲣⲉ-, ϫⲉⲉⲣⲉ-"	"(S, sA) ϫⲉⲣⲟ-
(sA) ϫⲉⲣⲁ-
(B) ⲝⲉⲣⲉ-, ϫⲉⲉⲣⲉ-"	"(S, sA) ϫⲉⲣⲟ-
(sA) ϫⲉⲣⲁ-
(B) ⲝⲉⲣⲉ-, ϫⲉⲉⲣⲉ-"	"(S, sA) ϫⲉⲣⲟ-
(sA) ϫⲉⲣⲁ-
(B) ⲝⲉⲣⲉ-, ϫⲉⲉⲣⲉ-"	"(S, sA) ϫⲉⲣⲟ-
(sA) ϫⲉⲣⲁ-
(B) ⲝⲉⲣⲉ-, ϫⲉⲉⲣⲉ-"	-		mean <i>(from ϫⲉ ⲉⲣⲟ=)</i>	mean (from ϫⲉ ⲉⲣⲟ=)	mean <i>(from ϫⲉ ⲉⲣⲟ=)</i>	mean <i>(from ϫⲉ ⲉⲣⲟ=)</i>	mean <i>(from ϫⲉ ⲉⲣⲟ=)</i>	mean (from ϫⲉ ⲉⲣⲟ=)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755b	755	b	ϫⲉⲣⲟ-	ϫⲉⲣⲟ-							"ϫⲉⲣⲟ-
ϫⲉⲣⲁ-"	ϫⲉⲣⲟ-	ⲝⲉⲣⲉ-, ϫⲉⲉⲣⲉ-	ⲝⲉⲣⲉ-									1
3794	39	3789	(S,sA,B) Jero= (B) Gero= (F) Jela=	0	say to	say to		755b	15	2010-03-28	1900-01-01	vagrant		https://pishoyg.github.io/crum/3794.html	"(S, sA, B) ϫⲉⲣⲟ=
(B) ϭⲉⲣⲟ=
(F) ϫⲉⲗⲁ="	"(S, sA, B) ϫⲉⲣⲟ=
(B) ϭⲉⲣⲟ=
(F) ϫⲉⲗⲁ="	"(S, sA, B) ϫⲉⲣⲟ=
(B) ϭⲉⲣⲟ=
(F) ϫⲉⲗⲁ="	"(S, sA, B) ϫⲉⲣⲟ=
(B) ϭⲉⲣⲟ=
(F) ϫⲉⲗⲁ="	"(S, sA, B) ϫⲉⲣⲟ=
(B) ϭⲉⲣⲟ=
(F) ϫⲉⲗⲁ="	-		say to	say to	say to	say to	say to	say to	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755b	755	b	ϫⲉⲣⲟ=	ϫⲉⲣⲟ=							ϫⲉⲣⲟ=	ϫⲉⲣⲟ=	"ϫⲉⲣⲟ=
ϭⲉⲣⲟ="	ϫⲉⲣⲟ=	ϫⲉⲗⲁ=	ϫⲉⲗⲁ=							1
3795	39	0		99	sing	sing		755b	16	2010-03-28	1900-01-01	vagrant		https://pishoyg.github.io/crum/3795.html						HEADER		sing	sing	sing	sing	sing	sing	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755b	755	b																					0
8221	39	3795		99	With following preposition:	With following preposition:		756a	17	2010-08-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/8221.html						HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=756a	756	a																					1
8222	39	8221	^^^ e-	0				756a	18	2010-08-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/8222.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=756a	756	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	2
8223	39	8221	^^^ n-	0				756a	19	2010-08-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/8223.html	<i><b>c</b></i> ⲛ-	<i><b>c</b></i> ⲛ-	c ⲛ-	c ⲛ-	ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=756a	756	a	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	2
8224	39	8221	^^^ Hn-	0				756a	20	2010-08-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/8224.html	<i><b>c</b></i> ϩⲛ-	<i><b>c</b></i> ϩⲛ-	c ϩⲛ-	c ϩⲛ-	ϩⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=756a	756	a	ϩⲛ- (c)	ϩⲛ-	ϩⲛ- (c)	ϩⲛ-	ϩⲛ- (c)	ϩⲛ-	ϩⲛ- (c)	ϩⲛ-	ϩⲛ- (c)	ϩⲛ-	ϩⲛ- (c)	ϩⲛ-	ϩⲛ- (c)	ϩⲛ-	ϩⲛ- (c)	ϩⲛ-	ϩⲛ- (c)	ϩⲛ-	ϩⲛ- (c)	ϩⲛ-	2
3796	39	3795	(S,A,B,F) ^^ (B) *Jwoui	1	song /$gk: [[asma, umnos]]$/	song /$gk: [[asma, umnos]]$/	asma, umnos	756a	21	2010-03-28	1900-01-01	vagrant		https://pishoyg.github.io/crum/3796.html	"(S, A, B, F) ―
(B) <i>plural: </i>ϫⲱⲟⲩⲓ"	"(S, A, B, F) ―
(B) <i>plural: </i>ϫⲱⲟⲩⲓ"	"(S, A, B, F) ―
(B) plural: ϫⲱⲟⲩⲓ"	"(S, A, B, F) ―
(B) plural: ϫⲱⲟⲩⲓ"	"(S, A, B, F) ― (ⲡ)
(B) ϫⲱⲟⲩⲓ (ⲛ)"	noun male	ασμα, υμνοσ	song [ασμα, υμνοσ]	song [ασμα, υμνοσ]	song	"song <span style=""opacity:0.7"">[ασμα, υμνοσ]</span>"	"song <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%83%CE%BC%CE%B1"">ασμα</a>, <a href=""https://logeion.uchicago.edu/%CF%85%CE%BC%CE%BD%CE%BF%CF%83"">υμνοσ</a>]</span>"	song	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=756a	756	a	― (ⲡ)	―					― (ⲡ)	―			"― (ⲡ)
ϫⲱⲟⲩⲓ (ⲛ)"	―	― (ⲡ)	―							1
3797	39	3795	(S,B) reFJw (S) *reFJooue (B) *reFJooui	0	singer, minstrel /$gk: [[aulhths]]$/	singer, minstrel /$gk: [[aulhths]]$/	aulhths	756a	22	2010-03-28	1900-01-01	vagrant		https://pishoyg.github.io/crum/3797.html	"(S, B) ⲣⲉϥϫⲱ
(S) <i>plural: </i>ⲣⲉϥϫⲟⲟⲩⲉ
(B) <i>plural: </i>ⲣⲉϥϫⲟⲟⲩⲓ"	"(S, B) ⲣⲉϥϫⲱ
(S) <i>plural: </i>ⲣⲉϥϫⲟⲟⲩⲉ
(B) <i>plural: </i>ⲣⲉϥϫⲟⲟⲩⲓ"	"(S, B) ⲣⲉϥϫⲱ
(S) plural: ⲣⲉϥϫⲟⲟⲩⲉ
(B) plural: ⲣⲉϥϫⲟⲟⲩⲓ"	"(S, B) ⲣⲉϥϫⲱ
(S) plural: ⲣⲉϥϫⲟⲟⲩⲉ
(B) plural: ⲣⲉϥϫⲟⲟⲩⲓ"	"(S, B) ⲣⲉϥϫⲱ
(S) ⲣⲉϥϫⲟⲟⲩⲉ (ⲛ)
(B) ⲣⲉϥϫⲟⲟⲩⲓ (ⲛ)"	-	αυλητησ	singer, minstrel [αυλητησ]	singer, minstrel [αυλητησ]	singer, minstrel	"singer, minstrel <span style=""opacity:0.7"">[αυλητησ]</span>"	"singer, minstrel <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%85%CE%BB%CE%B7%CF%84%CE%B7%CF%83"">αυλητησ</a>]</span>"	singer, minstrel	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=756a	756	a	"ⲣⲉϥϫⲱ
ⲣⲉϥϫⲟⲟⲩⲉ (ⲛ)"	ⲣⲉϥϫⲱ									"ⲣⲉϥϫⲱ
ⲣⲉϥϫⲟⲟⲩⲓ (ⲛ)"	ⲣⲉϥϫⲱ									1
4788	40	0		99	With following preposition:	With following preposition:		382a	1	2010-04-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/4788.html						HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=382a	382	a																					0
4789	40	4788	(S,A,B,F) ^^ e-	0	write |$ (as acc) |$ upon, in |$ respecting, against |$ to (/*direction*/) |$ for |$ for, to (/*bequest*/)	write |$ (as acc) |$ upon, in |$ respecting, against |$ to (/*direction*/) |$ for |$ for, to (/*bequest*/)		382a	2	2010-04-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/4789.html	(S, A, B, F) ― ⲉ-	(S, A, B, F) ― ⲉ-	(S, A, B, F) ― ⲉ-	(S, A, B, F) ― ⲉ-	(S, A, B, F) ― ⲉ-	-		"write
― <i>as acc</i>
― upon, in
― respecting, against
― to <i>(direction)</i>
― for
― for, to <i>(bequest)</i>"	"write
― as acc
― upon, in
― respecting, against
― to (direction)
― for
― for, to (bequest)"	"write
― <i>as acc</i>
― upon, in
― respecting, against
― to <i>(direction)</i>
― for
― for, to <i>(bequest)</i>"	"write
― <i>as acc</i>
― upon, in
― respecting, against
― to <i>(direction)</i>
― for
― for, to <i>(bequest)</i>"	"write
― <i>as acc</i>
― upon, in
― respecting, against
― to <i>(direction)</i>
― for
― for, to <i>(bequest)</i>"	"write
― as acc
― upon, in
― respecting, against
― to (direction)
― for
― for, to (bequest)"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=382a	382	a	― ⲉ-	― ⲉ-					― ⲉ-	― ⲉ-			― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-							1
4790	40	4788	(S,B) ^^ erat= n-	0	to (/*direction*/ reverential)	to (/*direction*/ reverential)		382a	3	2010-04-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/4790.html	(S, B) ― ⲉⲣⲁⲧ= ⲛ-	(S, B) ― ⲉⲣⲁⲧ= ⲛ-	(S, B) ― ⲉⲣⲁⲧ= ⲛ-	(S, B) ― ⲉⲣⲁⲧ= ⲛ-	(S, B) ― ⲉⲣⲁⲧ= ⲛ-	-		to <i>(direction) reverential</i>	to (direction) reverential	to <i>(direction) reverential</i>	to <i>(direction) reverential</i>	to <i>(direction) reverential</i>	to (direction) reverential	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=382a	382	a	― ⲉⲣⲁⲧ= ⲛ-	― ⲉⲣⲁⲧ= ⲛ-									― ⲉⲣⲁⲧ= ⲛ-	― ⲉⲣⲁⲧ= ⲛ-									1
4791	40	4788	(S,B) ^^ etn-	0	for, on behalf of	for, on behalf of		382a	4	2010-04-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/4791.html	(S, B) ― ⲉⲧⲛ-	(S, B) ― ⲉⲧⲛ-	(S, B) ― ⲉⲧⲛ-	(S, B) ― ⲉⲧⲛ-	(S, B) ― ⲉⲧⲛ-	-		for, on behalf of	for, on behalf of	for, on behalf of	for, on behalf of	for, on behalf of	for, on behalf of	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=382a	382	a	― ⲉⲧⲛ-	― ⲉⲧⲛ-									― ⲉⲧⲛ-	― ⲉⲧⲛ-									1
